nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Scybalosoma;s__Scybalosoma faecavium,GCA_018716135.1,Candidatus Scybalosoma faecavium,2840945,Candidatus Scybalosoma faecavium,2840945.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__CAG-1782 sp002349735,GCA_002349735.1,Christensenella sp. UBA2915,1946253,Christensenella sp. UBA2915,1946253.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905,GCF_015557495.1,Clostridium sp. BSD2780061688b_171218_E8,2787146,Clostridium sp. BSD2780061688b_171218_E8,2787146.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__HGM11417;g__HGM11417;s__HGM11417 sp900761895,GCA_900761895.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__MARSEILLE-P3954;g__MARSEILLE-P3954;s__MARSEILLE-P3954 sp900604345,GCF_900604345.1,Christensenella sp. Marseille-P3954,2086585,Christensenella sp. Marseille-P3954,2086585.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__NSJ-53;g__NSJ-53;s__NSJ-53 sp014384795,GCA_014384795.1,Gehongia tenuis,2763655,Christensenellaceae bacterium NSJ-53,2763655.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__QALW01;s__QALW01 sp003150515,GCA_018265985.1,Christensenellaceae bacterium,2054177,Christensenellaceae bacterium,2054177.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__QALW01;s__QALW01 sp900547955,GCA_905207665.1,uncultured Selenomonadales bacterium,1387507,uncultured Selenomonadales bacterium,1387507.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__QALW01;s__QALW01 sp900552055,GCA_019117635.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__UMGS1322;s__UMGS1322 sp900550765,GCA_905199985.1,uncultured Selenomonadales bacterium,1387507,uncultured Selenomonadales bacterium,1387507.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__UMGS1338;s__UMGS1338 sp900550805,GCA_905201155.1,uncultured Selenomonadales bacterium,1387507,uncultured Selenomonadales bacterium,1387507.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__Allochristensenella;s__Allochristensenella caecavium,GCF_904397865.1,Candidatus Allochristensenella caecavium,2720825,Candidatus Allochristensenella caecavium,2720825.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900546685,GCA_018369075.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900751745,GCA_905188085.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__CAJKWP01;s__CAJKWP01 sp905203645,GCA_905203645.1,uncultured Christensenella sp.,1545742,uncultured Christensenella sp.,1545742.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp003522085,GCA_003522085.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UMGS687;s__UMGS687 sp900544595,GCA_905187645.1,uncultured Christensenellaceae bacterium,1229255,uncultured Christensenellaceae bacterium,1229255.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola merdavium,GCA_018711265.1,Candidatus Spyradocola merdavium,2840948,Candidatus Spyradocola merdavium,2840948.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola sp905193155,GCA_905193155.1,uncultured Christensenella sp.,1545742,uncultured Christensenella sp.,1545742.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__Parachristensenella;s__Parachristensenella avicola,GCF_904420205.1,Candidatus Parachristensenella avicola,2721140,Candidatus Parachristensenella avicola,2721140.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum,GCF_000171115.1,Clostridium butyricum 5521,447214,Clostridium butyricum,1492.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium celatum,GCF_015547475.1,Clostridium celatum,36834,Clostridium celatum,36834.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum,GCF_001405015.1,Clostridium disporicum,84024,Clostridium disporicum,84024.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale,GCF_900465045.1,Clostridium neonatale,137838,Clostridium neonatale,137838.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum,GCF_015549545.1,Clostridium paraputrificum,29363,Clostridium paraputrificum,29363.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense,GCF_015668605.1,Clostridium saudiense,1414720,Clostridium saudiense,1414720.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000753455,GCF_014287825.1,Clostridium sp. NSJ-6,2763036,Clostridium sp. NSJ-6,2763036.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp001916075,GCF_014287855.1,Blautia sp. M16,2763029,Blautia sp. M16,2763029.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp018372555,GCA_018372555.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900539375,GCA_018377915.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255,GCA_018364605.1,Clostridium celatum,36834,Clostridium celatum,36834.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900547475,GCA_018364395.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900759995,GCA_016293475.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900766315,GCA_900766315.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tertium,GCF_015668435.1,Clostridium tertium,1559,Clostridium tertium,1559.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sp000821305,GCF_000821305.1,Clostridium culturomicium,1499683,Clostridium culturomicium,1499683.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens,GCF_016236905.1,Clostridium perfringens,1502,Clostridium perfringens,1502.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P ventriculi,GCF_001485165.1,Sarcina ventriculi,1267,Sarcina ventriculi,1267.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris,GCF_000424205.1,Clostridium cadaveris AGR2141,1280692,Clostridium cadaveris,1529.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis,GCF_003435385.1,Anaerofustis stercorihominis,214853,Anaerofustis stercorihominis,214853.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis_A,GCF_015552365.1,Anaerofustis stercorihominis,214853,Anaerofustis stercorihominis,214853.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi,GCF_013425495.1,Eubacterium callanderi,53442,Eubacterium callanderi,53442.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum,GCF_003182515.1,Eubacterium limosum,1736,Eubacterium limosum,1736.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium maltosivorans,GCF_900103155.1,Eubacterium maltosivorans,2041044,Eubacterium maltosivorans,2041044.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__HGM11327;f__HGM11327;g__HGM11327;s__HGM11327 sp900759935,GCA_900759935.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__HGM11514;f__HGM11514;g__HGM11514;s__HGM11514 sp900757255,GCA_900757255.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola,GCA_003479265.1,Firmicutes bacterium AF19-2LB,2292886,Firmicutes bacterium AF19-2LB,2292886.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans,GCF_002161375.1,Anaerotignum lactatifermentans,160404,Anaerotignum lactatifermentans,160404.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola cottocaccae,GCF_002161055.1,Tyzzerella sp. An114,1965545,Tyzzerella sp. An114,1965545.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__HGM11808;s__HGM11808 sp900757025,GCA_900757025.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira gallinarum,GCA_019113585.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900546215,GCA_905208225.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900548595,GCA_018383065.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp900553995,GCF_018918145.1,Anaerotignum sp. MSJ-24,2841521,Anaerotignum sp. MSJ-24,2841521.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp902406135,GCA_905201265.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A;s__Neoanaerotignum_A tabaqchaliae,GCF_904420235.1,Candidatus Neoanaerotignum tabaqchaliae,2721136,Candidatus Neoanaerotignum tabaqchaliae,2721136.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_B;s__Neoanaerotignum_B galli,GCA_019113805.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp000432155,GCA_017851095.1,Eubacterium sp.,142586,Eubacterium sp.,142586.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900543365,GCA_018363715.1,Eubacterium sp.,142586,Eubacterium sp.,142586.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900551755,GCA_900758245.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum,GCF_000178835.2,Cellulosilyticum lentocellum DSM 5427,642492,Cellulosilyticum lentocellum,29360.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Niameybacter;s__Niameybacter stercoravium,GCA_014384995.1,Zhenhengia yiwuensis,2763666,Lachnospiraceae bacterium NSJ-12,2763666.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69;s__1XD42-69 sp014287635,GCF_014287635.1,Roseburia sp. BX1005,2763064,Roseburia sp. BX1005,2763064.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885,GCF_003477885.1,Lachnotalea sp. AF33-28,2292046,Lachnotalea sp. AF33-28,2292046.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp003478275,GCF_003473825.1,Roseburia sp. AM16-25,2292065,Roseburia sp. AM16-25,2292065.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp900546435,GCA_014858245.1,Pseudobutyrivibrio sp.,2014367,Pseudobutyrivibrio sp.,2014367.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp900761925,GCA_017887185.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis,GCA_003478685.1,Firmicutes bacterium AF22-6AC,2292887,Firmicutes bacterium AF22-6AC,2292887.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295,GCA_003447295.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565,GCF_003478095.1,Clostridium sp. AF34-10BH,2293011,Clostridium sp. AF34-10BH,2293011.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900755865,GCA_905202835.1,uncultured Lachnospiraceae bacterium,297314,uncultured Lachnospiraceae bacterium,297314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900760705,GCA_905197345.1,uncultured Lachnospiraceae bacterium,297314,uncultured Lachnospiraceae bacterium,297314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900772845,GCA_905201835.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,GCF_015669935.1,Roseburia faecis,301302,Roseburia faecis,301302.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,GCA_015550775.1,[Eubacterium] rectale,39491,[Eubacterium] rectale,39491.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900543445,GCA_905206595.1,uncultured Roseburia sp.,512314,uncultured Roseburia sp.,512314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900548765,GCA_900762195.1,uncultured Agathobacter sp.,1766256,uncultured Agathobacter sp.,1766256.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900552085,GCA_905210805.1,uncultured Roseburia sp.,512314,uncultured Roseburia sp.,512314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075,GCA_014848535.1,[Eubacterium] rectale,39491,[Eubacterium] rectale,39491.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alectryocaccobium;s__Alectryocaccobium sp900772685,GCA_900772685.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum faecale,GCF_002161065.1,Eubacterium sp. An11,1965542,Eubacterium sp. An11,1965542.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,GCF_001405175.1,Anaerobutyricum hallii,39488,Anaerobutyricum hallii,39488.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii,GCF_009697165.1,Anaerobutyricum soehngenii,105843,Anaerobutyricum soehngenii,105843.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp900754855,GCA_905197375.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum stercoris,GCF_002159465.1,Eubacterium sp. An3,1965628,Eubacterium sp. An3,1965628.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna aminovalerica,GCF_900115365.1,Anaerocolumna aminovalerica,1527,Anaerocolumna aminovalerica,1527.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis,GCF_900142955.1,Anaerosporobacter mobilis DSM 15930,1120996,Anaerosporobacter mobilis,264463.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae,GCF_000185825.1,Anaerostipes caccae,105841,Anaerostipes caccae,105841.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,GCF_015554695.1,Anaerostipes hadrus,649756,Anaerostipes hadrus,649756.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans,GCF_005280655.1,Anaerostipes rhamnosivorans,1229621,Anaerostipes rhamnosivorans,1229621.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp001940315,GCF_001940315.1,Anaerostipes sp. 494a,1261636,Anaerostipes sp. 494a,1261636.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp018918155,GCF_018918155.1,Anaerostipes sp. MSJ-23,2841520,Anaerostipes sp. MSJ-23,2841520.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705,GCA_900066705.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus,GCA_000155855.1,[Bacteroides] pectinophilus ATCC 43243,483218,[Bacteroides] pectinophilus,384638.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes,GCF_015556105.1,Coprococcus comes,410072,Coprococcus comes,410072.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus massiliensis,GCF_900086725.1,Bariatricus massiliensis,1745713,Bariatricus massiliensis,1745713.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp900554415,GCA_900771795.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp905216215,GCA_905216215.1,uncultured bacterium,77133,uncultured bacterium,77133.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,Blautia argi,1912897,Blautia argi,1912897.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides,GCA_902165835.1,Thomasclavelia ramosa,1547,Erysipelatoclostridium ramosum,1547.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCA_000209425.1,Lachnospiraceae bacterium 6_1_63FAA,658083,Lachnospiraceae bacterium 6_1_63FAA,658083.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hominis,GCA_002270465.1,Blautia hominis,2025493,Blautia hominis,2025493.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae,GCF_002161645.1,Blautia sp. An46,1965636,Blautia sp. An46,1965636.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pseudococcoides,GCF_013112015.1,Blautia pseudococcoides,1796616,Blautia pseudococcoides,1796616.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pullicola,GCA_017888435.1,Blautia sp.,1955243,Blautia sp.,1955243.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCF_013302185.1,Blautia producta,33035,Blautia producta,33035.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935,GCF_003479705.1,Blautia sp. AF13-16,2292195,Blautia sp. AF13-16,2292195.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955,GCF_013304445.1,Blautia hansenii,1322,Blautia hansenii,1322.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555,GCA_900556555.1,uncultured Blautia sp.,765821,uncultured Blautia sp.,765821.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris,GCA_015669005.1,Lachnospiraceae bacterium 1001713B170207_170306_A9,2787124,Lachnospiraceae bacterium 1001713B170207_170306_A9,2787124.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A avistercoris,GCF_002159835.1,Blautia sp. An249,1965603,Blautia sp. An249,1965603.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,GCF_015548305.1,Ruminococcus sp. 1001175B_160314_E1,2787100,Ruminococcus sp. 1001175B_160314_E1,2787100.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A excrementigallinarum,GCA_019119235.1,Candidatus Blautia excrementigallinarum,2838485,Candidatus Blautia excrementigallinarum,2838485.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis,GCF_015552475.1,Ruminococcus sp. 1001136B_160425_D2,2787121,Ruminococcus sp. 1001136B_160425_D2,2787121.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica,GCF_001404935.1,Blautia hydrogenotrophica,53443,Blautia hydrogenotrophica,53443.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A luti,GCF_015669135.1,Blautia luti,89014,Blautia luti,89014.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis,GCF_015559385.1,Blautia massiliensis,1737424,Blautia massiliensis,1737424.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum,GCF_015668015.1,Blautia obeum,40520,Blautia obeum,40520.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii,GCF_015555655.1,Ruminococcus sp. 1001713B170207_170306_F5,2787139,Ruminococcus sp. 1001713B170207_170306_F5,2787139.0
