nid,strain_name,specie_id,specie_name,k,refseq_id
1176482,Sulfurimonas gotlandica,1176482,Sulfurimonas gotlandica,Bacteria,GCF_000156095.1
648794,Aeromonas rivuli,648794,Aeromonas rivuli,Bacteria,GCF_000820045.1
544718,Arcobacter thereius,544718,Arcobacter thereius,Bacteria,GCF_001695275.1
249586,Streptomyces cacaoi subsp. asoensis,1898,Streptomyces cacaoi,Bacteria,GCF_013085465.1
657445,Francisella noatunensis,657445,Francisella noatunensis,Bacteria,GCF_016605745.1
1675686,Sulfurifustis variabilis,1675686,Sulfurifustis variabilis,Bacteria,GCF_002355415.1
2851567,,,,,GCA_019112525.1
920,Acidithiobacillus ferrooxidans,920,Acidithiobacillus ferrooxidans,Bacteria,GCF_001652185.1
83559,Chlamydia suis,83559,Chlamydia suis,Bacteria,GCF_009931335.1
2011159,Erythrobacter sp. KY5,2011159,Erythrobacter sp. KY5,Bacteria,GCF_003264115.1
2487276,Bacillus cabrialesii,2487276,Bacillus cabrialesii,Bacteria,GCF_018829645.1
37326,Nocardia brasiliensis,37326,Nocardia brasiliensis,Bacteria,GCF_011801125.1
419475,Ochrobactrum pseudogrignonense,419475,Ochrobactrum pseudogrignonense,Bacteria,GCF_002252525.1
1682113,Mycobacterium sp. YC-RL4,1682113,Mycobacterium sp. YC-RL4,Bacteria,GCF_001644575.1
264686,Nostoc edaphicum,264686,Nostoc edaphicum,Bacteria,GCF_014023275.1
271065,Methylomicrobium alcaliphilum,271065,Methylomicrobium alcaliphilum,Bacteria,GCF_000968535.2
2719588,Kocuria sp. KD4,2719588,Kocuria sp. KD4,Bacteria,GCF_011769905.1
508451,Lactobacillus taiwanensis,508451,Lactobacillus taiwanensis,Bacteria,GCF_002253605.1
1758689,Serinicoccus hydrothermalis,1758689,Serinicoccus hydrothermalis,Bacteria,GCF_001685415.1
2678257,,,,,GCF_018325905.1
2675524,Mycobacterium sp. DL592,2675524,Mycobacterium sp. DL592,Bacteria,GCF_011694515.1
174587,Carnobacterium viridans,174587,Carnobacterium viridans,Bacteria,GCF_900102725.1
1855895,Polynucleobacter sp. MWH-Mekk-C3,1855895,Polynucleobacter sp. MWH-Mekk-C3,Bacteria,GCF_018687595.1
1564114,Rhodococcus sp. B7740,1564114,Rhodococcus sp. B7740,Bacteria,GCF_000954115.1
2495582,Paenibacillus albus,2495582,Paenibacillus albus,Bacteria,GCF_003952225.1
216465,Polaromonas naphthalenivorans,216465,Polaromonas naphthalenivorans,Bacteria,GCF_000015505.1
488729,Burkholderia metallica,488729,Burkholderia metallica,Bacteria,GCF_003034145.1
591197,Ignavibacterium album,591197,Ignavibacterium album,Bacteria,GCA_011329055.1
754417,Winogradskyella sp. PC-19,754417,Winogradskyella sp. PC-19,Bacteria,GCF_002163855.1
1115757,Leptolyngbya sp. BL0902,1115757,Leptolyngbya sp. BL0902,Bacteria,GCF_016403105.1
136073,Dolichospermum compactum,136073,Dolichospermum compactum,Bacteria,GCF_002368115.1
188932,Pedobacter cryoconitis,188932,Pedobacter cryoconitis,Bacteria,GCF_014207145.1
2714934,Leucobacter sp. HDW9B,2714934,Leucobacter sp. HDW9B,Bacteria,GCF_011382965.1
1758194,Achromobacter sp. AONIH1,1758194,Achromobacter sp. AONIH1,Bacteria,GCF_002902905.1
423351,Mucilaginibacter paludis,423351,Mucilaginibacter paludis,Bacteria,GCF_000166195.2
193462,Streptomyces niveus,193462,Streptomyces niveus,Bacteria,GCF_001723055.1
1812112,Wolbachia endosymbiont of Dipetalonema caudispina,1812112,Wolbachia endosymbiont of Dipetalonema caudispina,Bacteria,GCF_013365495.1
230089,Photorhabdus thracensis,230089,Photorhabdus thracensis,Bacteria,GCF_001010285.1
2686077,Winogradskyella forsetii,2686077,Winogradskyella forsetii,Bacteria,GCF_013404005.1
2071627,Plantactinospora sp. BB1,2071627,Plantactinospora sp. BB1,Bacteria,GCF_003030385.1
2079575,Aurantimicrobium sp. MWH-Uga1,2079575,Aurantimicrobium sp. MWH-Uga1,Bacteria,GCF_003325955.1
69967,Macrococcus equipercicus,69967,Macrococcus equipercicus,Bacteria,GCF_004359525.2
1796616,Blautia sp. YL58,1796616,Blautia sp. YL58,Bacteria,GCF_013112015.1
52022,Meiothermus silvanus,52022,Meiothermus silvanus,Bacteria,GCA_016235285.1
1550728,Blastomonas fulva,1550728,Blastomonas fulva,Bacteria,GCF_003431825.1
232348,Synechococcus sp. CB0101,232348,Synechococcus sp. CB0101,Bacteria,GCF_000179235.2
2675778,Enterobacteriaceae endosymbiont of Donacia fulgens,2675778,Enterobacteriaceae endosymbiont of Donacia fulgens,Bacteria,GCF_012567545.1
367806,Blattabacterium sp. (Blatta orientalis),367806,Blattabacterium sp. (Blatta orientalis),Bacteria,GCF_000334405.1
2518177,Flavobacterium sangjuense,2518177,Flavobacterium sangjuense,Bacteria,GCF_004797125.1
1071080,Bacillus sp. SB49,1071080,Bacillus sp. SB49,Bacteria,GCF_000469135.2
56956,Thermus brockianus,56956,Thermus brockianus,Bacteria,GCF_001880325.1
552386,Vibrio gallaecicus,552386,Vibrio gallaecicus,Bacteria,GCF_005281825.1
33936,Aeribacillus pallidus,33936,Aeribacillus pallidus,Bacteria,GCF_001624605.1
1396826,Leisingera aquaemixtae,1396826,Leisingera aquaemixtae,Bacteria,GCF_001458395.1
1970093,,,,,GCF_019056555.1
2005262,Legionella endosymbiont of Polyplax serrata,2005262,Legionella endosymbiont of Polyplax serrata,Bacteria,GCF_002776555.1
65656,Hydrogenophaga taeniospiralis,65656,Hydrogenophaga taeniospiralis,Bacteria,GCF_001592305.1
208224,Enterobacter kobei,208224,Enterobacter kobei,Bacteria,GCF_011604705.1
1494,Clostridium cochlearium,1494,Clostridium cochlearium,Bacteria,GCF_013112435.1
168695,Salinispora tropica,168695,Salinispora tropica,Bacteria,GCF_000016425.1
35818,Helicobacter pullorum,35818,Helicobacter pullorum,Bacteria,GCF_004368255.1
1727196,Methylomonas sp. DH-1,1727196,Methylomonas sp. DH-1,Bacteria,GCF_001644685.1
171632,Mycoplasma ovis,171632,Mycoplasma ovis,Bacteria,GCF_000508245.1
546367,Hafnia paralvei,546367,Hafnia paralvei,Bacteria,GCF_001061055.1
1137606,Leptospira mayottensis,1137606,Leptospira mayottensis,Bacteria,GCF_004770855.1
2162,Methanobacterium formicicum,2162,Methanobacterium formicicum,Archaea,GCF_000762265.1
1611770,Pseudomonas sp. MRSN12121,1611770,Pseudomonas sp. MRSN12121,Bacteria,GCF_000931465.1
2829836,,,,,GCF_018204675.1
1064539,Azospirillum baldaniorum,1064539,Azospirillum baldaniorum,Bacteria,GCF_007827765.1
2598455,Thermococcus sp. SY113,2598455,Thermococcus sp. SY113,Archaea,GCF_008152015.1
60519,Lactobacillus graminis,60519,Lactobacillus graminis,Bacteria,GCF_009025875.1
2509455,Agromyces protaetiae,2509455,Agromyces protaetiae,Bacteria,GCF_004135405.1
191026,Maridesulfovibrio hydrothermalis,191026,Maridesulfovibrio hydrothermalis,Bacteria,GCF_000331025.1
2781961,Echinicola sp. 20G,2781961,Echinicola sp. 20G,Bacteria,GCF_015533855.1
568768,Dickeya poaceiphila,568768,Dickeya poaceiphila,Bacteria,GCF_007858975.2
754514,Mycoplasma sp. Mirounga ES2805-ORL,754514,Mycoplasma sp. Mirounga ES2805-ORL,Bacteria,GCF_017084445.1
57704,Tsukamurella tyrosinosolvens,57704,Tsukamurella tyrosinosolvens,Bacteria,GCF_001575155.1
387341,Halovivax ruber,387341,Halovivax ruber,Archaea,GCF_000328525.1
2081791,Rhizobium ruizarguesonis,2081791,Rhizobium ruizarguesonis,Bacteria,GCF_017357285.1
312306,Pseudomonas entomophila,312306,Pseudomonas entomophila,Bacteria,GCF_003940785.1
1936080,Winogradskyella sp. J14-2,1936080,Winogradskyella sp. J14-2,Bacteria,GCF_001971725.1
930,Acidithiobacillus thiooxidans,930,Acidithiobacillus thiooxidans,Bacteria,GCF_001705645.1
1334,Streptococcus dysgalactiae,1334,Streptococcus dysgalactiae,Bacteria,GCF_001072165.1
1677857,Hungateiclostridium saccincola,1677857,Hungateiclostridium saccincola,Bacteria,GCF_002969215.1
71997,Thermococcus gorgonarius,71997,Thermococcus gorgonarius,Archaea,GCF_002214385.1
279826,Mesobacillus foraminis,279826,Mesobacillus foraminis,Bacteria,GCF_003667765.1
149715,Marinitoga piezophila,149715,Marinitoga piezophila,Bacteria,GCF_000255135.1
326320,Dokdonia donghaensis,326320,Dokdonia donghaensis,Bacteria,GCF_001653755.1
199136,Arthrobacter koreensis,199136,Arthrobacter koreensis,Bacteria,GCF_001373495.1
313598,Polaribacter sp. MED152,313598,Polaribacter sp. MED152,Bacteria,GCF_000152945.2
228899,Peribacillus asahii,228899,Peribacillus asahii,Bacteria,GCF_003570725.1
2337,Thermotoga neapolitana,2337,Thermotoga neapolitana,Bacteria,GCA_003501185.1
328812,Parabacteroides goldsteinii,328812,Parabacteroides goldsteinii,Bacteria,GCF_001039445.1
1311,Streptococcus agalactiae,1311,Streptococcus agalactiae,Bacteria,GCF_014875695.1
314281,Pseudoalteromonas tunicata,314281,Pseudoalteromonas tunicata,Bacteria,GCF_002310815.1
2099583,Streptomyces sp. ICC1,2099583,Streptomyces sp. ICC1,Bacteria,GCF_003287935.1
634157,Halorubrum sp. PV6,634157,Halorubrum sp. PV6,Archaea,GCF_003990725.2
1434100,Methanosarcina sp. MTP4,1434100,Methanosarcina sp. MTP4,Archaea,GCF_000970045.1
985,Cytophaga hutchinsonii,985,Cytophaga hutchinsonii,Bacteria,GCF_000014145.1
163011,Pseudomonas lini,163011,Pseudomonas lini,Bacteria,GCF_003732295.1
162,Treponema phagedenis,162,Treponema phagedenis,Bacteria,GCF_008153055.1
2768165,Pantoea sp. MT58,2768165,Pantoea sp. MT58,Bacteria,GCF_014495885.1
111769,Thiothrix unzii,111769,Thiothrix unzii,Bacteria,GCF_017901175.1
28152,Yersinia kristensenii,28152,Yersinia kristensenii,Bacteria,GCF_001153365.1
648995,Rhizobium pusense,648995,Rhizobium pusense,Bacteria,GCF_013285525.1
138853,Mesoplasma lactucae,138853,Mesoplasma lactucae,Bacteria,GCF_002441935.1
405,Methylobacillus flagellatus,405,Methylobacillus flagellatus,Bacteria,GCF_005502435.1
2560028,Aeromonas sp. 1805,2560028,Aeromonas sp. 1805,Bacteria,GCF_013085525.1
356322,Heliorestis convoluta,356322,Heliorestis convoluta,Bacteria,GCF_009649955.1
488446,Burkholderia latens,488446,Burkholderia latens,Bacteria,GCF_017815595.1
218208,Desulfatibacillum aliphaticivorans,218208,Desulfatibacillum aliphaticivorans,Bacteria,GCF_000021905.1
194197,Neisseria dentiae,194197,Neisseria dentiae,Bacteria,GCF_014055005.1
2694929,Pontibacter russatus,2694929,Pontibacter russatus,Bacteria,GCF_009931655.1
1285901,Tessaracoccus defluvii,1285901,Tessaracoccus defluvii,Bacteria,GCF_014489575.1
79883,Bacillus horikoshii,79883,Bacillus horikoshii,Bacteria,GCF_002157855.1
2017486,Nocardioides sp. S5,2017486,Nocardioides sp. S5,Bacteria,GCF_017310035.1
1667168,Dermabacter jinjuensis,1667168,Dermabacter jinjuensis,Bacteria,GCF_002443115.1
1491,Clostridium botulinum,1491,Clostridium botulinum,Bacteria,GCF_000829015.1
2020313,Rhizobium sp. TAL182,2020313,Rhizobium sp. TAL182,Bacteria,GCF_002117725.1
1660,Schaalia odontolytica,1660,Schaalia odontolytica,Bacteria,GCF_009730335.1
545,Citrobacter koseri,545,Citrobacter koseri,Bacteria,GCF_016114665.1
1215089,Planococcus halocryophilus,1215089,Planococcus halocryophilus,Bacteria,GCF_001687585.2
46125,Abiotrophia defectiva,46125,Abiotrophia defectiva,Bacteria,GCF_013267415.1
2604537,Altererythrobacter sp. BO-6,2604537,Altererythrobacter sp. BO-6,Bacteria,GCF_011047315.1
1758179,Aeromonas sp. ASNIH5,1758179,Aeromonas sp. ASNIH5,Bacteria,GCF_002902865.1
68246,Streptomyces olivoreticuli,68246,Streptomyces olivoreticuli,Bacteria,GCF_003391135.1
120,Planctopirus limnophila,120,Planctopirus limnophila,Bacteria,GCF_000092105.1
2589818,Bacillus sp. Cs-700,2589818,Bacillus sp. Cs-700,Bacteria,GCF_011082085.1
2724527,Parasphingopyxis sp. CP4,2724527,Parasphingopyxis sp. CP4,Bacteria,GCF_013378055.1
139021,Dietzia psychralcaliphila,139021,Dietzia psychralcaliphila,Bacteria,GCF_003046525.1
1563,Desulfosporosinus orientis,1563,Desulfosporosinus orientis,Bacteria,GCF_000235605.1
1316408,Streptococcus sp. HSISM1,1316408,Streptococcus sp. HSISM1,Bacteria,GCF_000448565.1
229155,Borrelia turcica,229155,Borrelia turcica,Bacteria,GCF_003606285.1
2293862,Ruegeria sp. AD91A,2293862,Ruegeria sp. AD91A,Bacteria,GCF_003443535.1
1628392,Hahella sp. KA22,1628392,Hahella sp. KA22,Bacteria,GCF_004014695.1
2053832,Bacillus sp. HBCD-sjtu,2053832,Bacillus sp. HBCD-sjtu,Bacteria,GCF_002833485.1
2547598,Marinobacter sp. JH2,2547598,Marinobacter sp. JH2,Bacteria,GCF_004353225.1
2724470,Pseudomonas sp. BIGb0427,2724470,Pseudomonas sp. BIGb0427,Bacteria,GCF_012726325.1
1971485,Candidatus Nardonella dryophthoridicola,1971485,Candidatus Nardonella dryophthoridicola,Bacteria,GCF_017656055.1
1470066,Nitrosopumilus cobalaminigenes,1470066,Nitrosopumilus cobalaminigenes,Archaea,GCF_013407145.1
683846,Fervidicoccus fontis,683846,Fervidicoccus fontis,Archaea,GCF_015209645.1
199591,Brevibacterium luteolum,199591,Brevibacterium luteolum,Bacteria,GCF_019037365.1
93929,Thermotoga petrophila,93929,Thermotoga petrophila,Bacteria,GCA_001508125.1
2072025,Lysinibacillus sp. YS11,2072025,Lysinibacillus sp. YS11,Bacteria,GCF_002896375.1
1356852,Hymenobacter sp. APR13,1356852,Hymenobacter sp. APR13,Bacteria,GCF_000737515.1
83455,Myxococcus stipitatus,83455,Myxococcus stipitatus,Bacteria,GCF_000331735.1
116085,Coprococcus catus,116085,Coprococcus catus,Bacteria,GCF_003433855.1
1407071,Acinetobacter sp. TGL-Y2,1407071,Acinetobacter sp. TGL-Y2,Bacteria,GCF_016506175.1
929813,Gibbsiella quercinecans,929813,Gibbsiella quercinecans,Bacteria,GCF_004342245.1
2565781,DPANN group archaeon LC1Nh,2565781,DPANN group archaeon LC1Nh,Archaea,GCF_009617975.1
153151,Parageobacillus toebii,153151,Parageobacillus toebii,Bacteria,GCF_001587455.1
2815936,,,,,GCF_905336995.1
2795383,,,,,GCF_018128925.1
2778058,Aeromonas sp. FDAARGOS 1409,2778058,Aeromonas sp. FDAARGOS 1409,Bacteria,GCF_019048705.1
272774,Halomonas alkaliphila,272774,Halomonas alkaliphila,Bacteria,GCF_016107625.1
299152,Micromonospora siamensis,299152,Micromonospora siamensis,Bacteria,GCF_900090305.1
321985,Massilia lutea,321985,Massilia lutea,Bacteria,GCF_004209755.1
307121,Micromonospora krabiensis,307121,Micromonospora krabiensis,Bacteria,GCF_900091425.1
887061,Methylovorus sp. MP688,887061,Methylovorus sp. MP688,Bacteria,GCF_000183115.1
627192,Sphingobium sp. SYK-6,627192,Sphingobium sp. SYK-6,Bacteria,GCF_000283515.1
2744522,Mesorhizobium sp. L-8-3,2744522,Mesorhizobium sp. L-8-3,Bacteria,GCF_016756615.1
1092,Chlorobium limicola,1092,Chlorobium limicola,Bacteria,GCF_001509575.1
2675797,Enterobacteriaceae endosymbiont of Plateumaris sericea,2675797,Enterobacteriaceae endosymbiont of Plateumaris sericea,Bacteria,GCF_012562605.1
1510570,Rahnella victoriana,1510570,Rahnella victoriana,Bacteria,GCF_002303785.1
664643,Vibrio plantisponsor,664643,Vibrio plantisponsor,Bacteria,GCF_013041605.1
1267021,Frischella perrara,1267021,Frischella perrara,Bacteria,GCF_003182045.1
299262,Tateyamaria omphalii,299262,Tateyamaria omphalii,Bacteria,GCF_001969365.1
2134,Spiroplasma melliferum,2134,Spiroplasma melliferum,Bacteria,GCF_002868295.1
82985,Pragia fontium,82985,Pragia fontium,Bacteria,GCF_001026985.1
1691904,Pseudomonas sediminis,1691904,Pseudomonas sediminis,Bacteria,GCF_013409125.2
115808,Bradyrhizobium sp. ORS 285,115808,Bradyrhizobium sp. ORS 285,Bacteria,GCF_000239755.1
1911,Streptomyces griseus,1911,Streptomyces griseus,Bacteria,GCF_001715295.1
2746233,,,,,GCF_018219415.1
1332188,Candidatus Saccharimonas aalborgensis,1332188,Candidatus Saccharimonas aalborgensis,Bacteria,GCF_000392435.1
32046,Synechococcus elongatus,32046,Synechococcus elongatus,Bacteria,GCF_014698895.1
2508726,Candidatus Nitrosopumilus sp. SW,2508726,Candidatus Nitrosopumilus sp. SW,Archaea,GCF_006740685.1
2714952,Kinneretia sp. DAIF2,2714952,Kinneretia sp. DAIF2,Bacteria,GCF_015624425.1
2714855,Nitrosophilus alvini,2714855,Nitrosophilus alvini,Bacteria,GCF_015100395.1
214888,Entomoplasma luminosum,214888,Entomoplasma luminosum,Bacteria,GCF_002803985.1
395598,Pseudomonas reinekei,395598,Pseudomonas reinekei,Bacteria,GCF_008801455.1
2021234,Ahniella affigens,2021234,Ahniella affigens,Bacteria,GCF_003015185.1
1501,Clostridium pasteurianum,1501,Clostridium pasteurianum,Bacteria,GCF_001705235.1
36873,Paraburkholderia xenovorans,36873,Paraburkholderia xenovorans,Bacteria,GCF_013177705.1
447471,Simiduia agarivorans,447471,Simiduia agarivorans,Bacteria,GCF_000420285.1
2777367,Pseudomonas sp. OST1909,2777367,Pseudomonas sp. OST1909,Bacteria,GCF_015277575.1
702114,Methylomonas koyamae,702114,Methylomonas koyamae,Bacteria,GCF_002441955.1
2686359,Paraglaciecola sp. L1A13,2686359,Paraglaciecola sp. L1A13,Bacteria,GCF_009796745.1
2487929,Coxiella endosymbiont of Amblyomma sculptum,2487929,Coxiella endosymbiont of Amblyomma sculptum,Bacteria,GCF_009883795.1
280,Xanthobacter autotrophicus,280,Xanthobacter autotrophicus,Bacteria,GCF_005871085.1
2834819,,,,,GCF_018388785.1
2594913,Corynebacterium sanguinis,2594913,Corynebacterium sanguinis,Bacteria,GCF_007713875.1
2066,Kitasatospora setae,2066,Kitasatospora setae,Bacteria,GCF_000716965.1
487698,Stenotrophomonas pavanii,487698,Stenotrophomonas pavanii,Bacteria,GCF_002901405.1
55779,Moorella glycerini,55779,Moorella glycerini,Bacteria,GCF_009735625.1
483913,Bacillus inaquosorum,483913,Bacillus inaquosorum,Bacteria,GCA_003413465.1
1050174,Corynebacterium epidermidicanis,1050174,Corynebacterium epidermidicanis,Bacteria,GCF_001021025.1
2490858,Staphylospora marina,2490858,Staphylospora marina,Bacteria,GCF_003856495.1
2765360,Massilia sp. CCM 8941,2765360,Massilia sp. CCM 8941,Bacteria,GCF_015689335.1
1173101,Methylomonas paludis,1173101,Methylomonas paludis,Bacteria,GCF_018734325.1
1882682,Microvirga ossetica,1882682,Microvirga ossetica,Bacteria,GCF_002741015.1
1382466,Winogradskyella sediminis,1382466,Winogradskyella sediminis,Bacteria,GCF_003387355.1
2182384,Erythrobacter aureus,2182384,Erythrobacter aureus,Bacteria,GCF_003355455.1
302167,Virgibacillus dokdonensis,302167,Virgibacillus dokdonensis,Bacteria,GCF_002849835.1
37331,Pseudonocardia petroleophila,37331,Pseudonocardia petroleophila,Bacteria,GCF_014235185.1
2853158,,,,,GCF_019195275.1
712310,Haemophilus sp. oral taxon 036,712310,Haemophilus sp. oral taxon 036,Bacteria,GCF_002998595.1
1867846,Legionella clemsonensis,1867846,Legionella clemsonensis,Bacteria,GCF_002240035.1
143,Borrelia anserina,143,Borrelia anserina,Bacteria,GCF_000568655.1
447217,Anaeromyxobacter sp. K,447217,Anaeromyxobacter sp. K,Bacteria,GCF_000020805.1
172713,Paenibacillus kribbensis,172713,Paenibacillus kribbensis,Bacteria,GCF_001705305.1
1758189,Acinetobacter sp. ACNIH2,1758189,Acinetobacter sp. ACNIH2,Bacteria,GCF_002934965.1
936337,Microbacterium amylolyticum,936337,Microbacterium amylolyticum,Bacteria,GCF_011046975.1
577489,Euhalothece natronophila,577489,Euhalothece natronophila,Bacteria,GCF_007904085.1
1055104,Cobetia amphilecti,1055104,Cobetia amphilecti,Bacteria,GCF_018860945.1
54261,Ferroglobus placidus,54261,Ferroglobus placidus,Archaea,GCF_000025505.1
385025,Cycloclasticus sp. P1,385025,Cycloclasticus sp. P1,Bacteria,GCF_000299965.1
1639,Listeria monocytogenes,1639,Listeria monocytogenes,Bacteria,GCF_008807575.1
2817025,,,,,GCF_017357405.1
1528099,Lawsonella clevelandensis,1528099,Lawsonella clevelandensis,Bacteria,GCF_001293125.1
1858656,Alteromonas pelagimontana,1858656,Alteromonas pelagimontana,Bacteria,GCF_002499975.2
2700081,Virgibacillus sp. MSP4-1,2700081,Virgibacillus sp. MSP4-1,Bacteria,GCF_010092505.1
446,Legionella pneumophila,446,Legionella pneumophila,Bacteria,GCF_000823305.1
2419774,Protaetiibacter intestinalis,2419774,Protaetiibacter intestinalis,Bacteria,GCF_003627075.1
1632,Limosilactobacillus oris,1632,Limosilactobacillus oris,Bacteria,GCF_015234165.1
2779519,Olsenella sp. LZLJ-2,2779519,Olsenella sp. LZLJ-2,Bacteria,GCF_015277515.1
2759660,Bartonella sp. HY038,2759660,Bartonella sp. HY038,Bacteria,GCF_014117425.1
2762325,Nakamurella sp. PAMC28650,2762325,Nakamurella sp. PAMC28650,Bacteria,GCF_014303395.1
1471,Bacillus methanolicus,1471,Bacillus methanolicus,Bacteria,GCF_008764365.1
2502791,Salicibibacter halophilus,2502791,Salicibibacter halophilus,Bacteria,GCF_006740705.1
2808900,,,,,GCF_017498485.1
2716812,Candidatus Frankia datiscae,2716812,Candidatus Frankia datiscae,Bacteria,GCF_000177615.2
1391653,Vulgatibacter incomptus,1391653,Vulgatibacter incomptus,Bacteria,GCF_001263175.1
492,Neisseria animalis,492,Neisseria animalis,Bacteria,GCF_008806995.1
318683,Gluconobacter albidus,318683,Gluconobacter albidus,Bacteria,GCF_018256775.1
196162,Nocardioides sp. JS614,196162,Nocardioides sp. JS614,Bacteria,GCF_000015265.1
2576904,Nostoc sp. TCL26-01,2576904,Nostoc sp. TCL26-01,Bacteria,GCF_013393945.1
152331,Lactobacillus parabuchneri,152331,Lactobacillus parabuchneri,Bacteria,GCF_001437335.1
1920667,Mycobacterium sp. WY10,1920667,Mycobacterium sp. WY10,Bacteria,GCF_001886515.1
2798861,Acinetobacter sp. CS-2,2798861,Acinetobacter sp. CS-2,Bacteria,GCF_016599715.1
2527982,Planctomycetes bacterium Pan265,2527982,Planctomycetes bacterium Pan265,Bacteria,GCA_007748075.1
298596,Sporosarcina ureilytica,298596,Sporosarcina ureilytica,Bacteria,GCF_001753205.1
1800,Mycolicibacterium chubuense,1800,Mycolicibacterium chubuense,Bacteria,GCF_001044255.1
120962,Roseiflexus castenholzii,120962,Roseiflexus castenholzii,Bacteria,GCF_000017805.1
2743001,Salicibibacter sp. NKC21-4,2743001,Salicibibacter sp. NKC21-4,Bacteria,GCF_016495865.1
1615909,Geminocystis sp. NIES-3708,1615909,Geminocystis sp. NIES-3708,Bacteria,GCF_001548095.1
2724135,Flavobacterium sp. CLA17,2724135,Flavobacterium sp. CLA17,Bacteria,GCF_013112255.2
2683822,Citrobacter sp. 172116965,2683822,Citrobacter sp. 172116965,Bacteria,GCF_013458095.1
334543,Psychrobacter arcticus,334543,Psychrobacter arcticus,Bacteria,GCF_904846025.1
2487063,Chryseobacterium sp. G0162,2487063,Chryseobacterium sp. G0162,Bacteria,GCF_003815715.1
161154,Thermanaeromonas toyohensis,161154,Thermanaeromonas toyohensis,Bacteria,GCF_900176005.1
742013,Delftia sp. Cs1-4,742013,Delftia sp. Cs1-4,Bacteria,GCF_000214395.1
2201271,Pedobacter sp. eg,2201271,Pedobacter sp. eg,Bacteria,GCF_900564155.1
29348,[Clostridium] spiroforme,29348,[Clostridium] spiroforme,Bacteria,GCF_002160695.1
562,Escherichia coli,562,Escherichia coli,Bacteria,GCF_002080555.1
218936,Aeromonas simiae,218936,Aeromonas simiae,Bacteria,GCF_014892695.1
267375,Pseudoalteromonas marina,267375,Pseudoalteromonas marina,Bacteria,GCF_900141965.1
413810,Halalkalicoccus jeotgali,413810,Halalkalicoccus jeotgali,Archaea,GCF_000196895.1
28141,Cronobacter sakazakii,28141,Cronobacter sakazakii,Bacteria,GCF_001971115.1
2589076,Paracoccus sp. AK26,2589076,Paracoccus sp. AK26,Bacteria,GCF_011801365.1
1515,Hungateiclostridium thermocellum,1515,Hungateiclostridium thermocellum,Bacteria,GCF_011761575.1
29559,Mycoplasma hyosynoviae,29559,Mycoplasma hyosynoviae,Bacteria,GCF_004365165.1
145458,Rathayibacter toxicus,145458,Rathayibacter toxicus,Bacteria,GCF_000875675.1
28084,Legionella cherrii,28084,Legionella cherrii,Bacteria,GCF_900635815.1
333965,Providencia vermicola,333965,Providencia vermicola,Bacteria,GCF_010748935.1
2184083,Thauera hydrothermalis,2184083,Thauera hydrothermalis,Bacteria,GCF_003345255.1
556288,Brachybacterium saurashtrense,556288,Brachybacterium saurashtrense,Bacteria,GCF_003355475.1
1437360,Bradyrhizobium erythrophlei,1437360,Bradyrhizobium erythrophlei,Bacteria,GCF_900129425.1
1332080,Sphingobium baderi,1332080,Sphingobium baderi,Bacteria,GCF_001456115.1
1581557,Candidatus Methylopumilus planktonicus,1581557,Candidatus Methylopumilus planktonicus,Bacteria,GCF_000981505.1
72557,Achromobacter ruhlandii,72557,Achromobacter ruhlandii,Bacteria,GCF_001637085.1
2264,Thermococcus celer,2264,Thermococcus celer,Archaea,GCA_001315845.1
1851505,Cyanobium sp. NIES-981,1851505,Cyanobium sp. NIES-981,Bacteria,GCF_900088535.1
2737173,Actinomyces sp. zg-325,2737173,Actinomyces sp. zg-325,Bacteria,GCF_013177295.1
29360,Cellulosilyticum lentocellum,29360,Cellulosilyticum lentocellum,Bacteria,GCF_000178835.2
2319844,Sphingomonas sp. YZ-8,2319844,Sphingomonas sp. YZ-8,Bacteria,GCF_003660165.1
1643322,Nocardioides ungokensis,1643322,Nocardioides ungokensis,Bacteria,GCF_013466985.1
1536772,Paenibacillus sp. FSL R7-0273,1536772,Paenibacillus sp. FSL R7-0273,Bacteria,GCF_001957005.1
1935,Streptomyces violaceoruber,1935,Streptomyces violaceoruber,Bacteria,GCF_000717845.1
35755,Corynebacterium kutscheri,35755,Corynebacterium kutscheri,Bacteria,GCF_000980835.1
1981880,Denitratisoma sp. DHT3,1981880,Denitratisoma sp. DHT3,Bacteria,GCF_007833355.1
2807101,,,,,GCF_016864375.1
1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Bacteria,GCF_000973505.1
546,Citrobacter freundii,546,Citrobacter freundii,Bacteria,GCF_010365585.1
225362,Paracoccus haeundaensis,225362,Paracoccus haeundaensis,Bacteria,GCF_006239215.1
458033,Chloracidobacterium thermophilum,458033,Chloracidobacterium thermophilum,Bacteria,GCF_018304665.1
337479,Rickettsia endosymbiont of Bemisia tabaci,337479,Rickettsia endosymbiont of Bemisia tabaci,Bacteria,GCF_002285905.1
1197460,Bradyrhizobium sp. 6(2017),1197460,Bradyrhizobium sp. 6(2017),Bacteria,GCF_011058295.1
2038776,Chryseobacterium sp. 7-3A,2038776,Chryseobacterium sp. 7-3A,Bacteria,GCF_015191005.1
251699,Pseudomonas syringae group genomosp. 7,251699,Pseudomonas syringae group genomosp. 7,Bacteria,GCF_003702855.1
