nid,strain_name,specie_id,specie_name,k
1096935,Veillonella sp. OK1,1096935,Veillonella sp. OK1,Bacteria
458639,Bacillus phage 0305phi8-36,458639,Bacillus phage 0305phi8-36,Viruses
2841662,,,,
394733,Parasphingorhabdus litoris,394733,Parasphingorhabdus litoris,Bacteria
2967301,,,,
2879622,,,,
2953748,,,,
2993564,,,,
2953738,,,,
285013,Sulfolobus virus STSV1,285013,Sulfolobus virus STSV1,Viruses
2880988,,,,
2720720,,,,
2832500,,,,
2866384,,,,
2732697,Citrobacter virus CFP1,2732697,Citrobacter virus CFP1,Viruses
659012,Agromyces soli,659012,Agromyces soli,Bacteria
2876190,,,,
2985571,,,,
1510225,Halovenus salina,1510225,Halovenus salina,Archaea
2929803,,,,
53360,Dactylosporangium matsuzakiense,53360,Dactylosporangium matsuzakiense,Bacteria
1521117,Corallococcus sp. EGB,1521117,Corallococcus sp. EGB,Bacteria
2955536,,,,
2968831,,,,
2909673,,,,
2955757,,,,
2956300,,,,
2734192,Caulobacter virus CcrBL9,2734192,Caulobacter virus CcrBL9,Viruses
113370,Spodoptera frugiperda ascovirus 1a,113370,Spodoptera frugiperda ascovirus 1a,Viruses
10455,Spodoptera frugiperda multiple nucleopolyhedrovirus,10455,Spodoptera frugiperda multiple nucleopolyhedrovirus,Viruses
2895486,,,,
2956467,,,,
2963431,,,,
2843653,,,,
2823904,,,,
1003177,Vibrio phage qdvp001,1003177,Vibrio phage qdvp001,Viruses
2991051,,,,
39647,Paulownia witches'-broom phytoplasma,39647,Paulownia witches'-broom phytoplasma,Bacteria
2844144,,,,
2801030,,,,
2855502,,,,
2908843,,,,
1912324,Haloplanus salinarum,1912324,Haloplanus salinarum,Archaea
1933180,Anopheles A orthobunyavirus,1933180,Anopheles A orthobunyavirus,Viruses
931100,Wolbachia endosymbiont of Oedothorax gibbosus,931100,Wolbachia endosymbiont of Oedothorax gibbosus,Bacteria
375919,Wolbachia endosymbiont of Drosophila pseudotakahashii,375919,Wolbachia endosymbiont of Drosophila pseudotakahashii,Bacteria
2828763,,,,
2977321,,,,
2986834,,,,
2986835,,,,
1449897,Uncultured phage WW-nAnB strain 3,1449897,Uncultured phage WW-nAnB strain 3,Viruses
2898793,,,,
1255301,Tunisvirus,1255301,Tunisvirus,Viruses
1932927,Mimivirus-dependent virus Sputnik,1932927,Mimivirus-dependent virus Sputnik,Viruses
2898795,,,,
2845095,,,,
2979464,,,,
2822842,,,,
28871,Taterapox virus,28871,Taterapox virus,Viruses
2917727,,,,
2817656,,,,
2933779,,,,
2735795,Chromobacterium sp. Beijing,2735795,Chromobacterium sp. Beijing,Bacteria
132604,Planktothrix pseudagardhii,132604,Planktothrix pseudagardhii,Bacteria
644007,Streptococcus phage PH10,644007,Streptococcus phage PH10,Viruses
2992441,,,,
2583805,,,,
2866382,,,,
2303411,Panax ginseng flexivirus 1,2303411,Panax ginseng flexivirus 1,Viruses
2819099,,,,
1247115,Diuris virus A,1247115,Diuris virus A,Viruses
1111710,Spodoptera exigua iflavirus 1,1111710,Spodoptera exigua iflavirus 1,Viruses
2986923,,,,
2908840,,,,
2908651,,,,
2006134,Mycobacterium virus Bxz1,2006134,Mycobacterium virus Bxz1,Viruses
1521768,Bradyrhizobium sp. WD16,1521768,Bradyrhizobium sp. WD16,Bacteria
2745558,,,,
2745121,Orthopteran scindoambidensovirus 1,2745121,Orthopteran scindoambidensovirus 1,Viruses
2738413,Acidovorax sp. YS12,2738413,Acidovorax sp. YS12,Bacteria
2782213,,,,
2770776,,,,
1129264,Sphaerochaeta associata,1129264,Sphaerochaeta associata,Bacteria
2955499,,,,
59241,Streptococcus phage Dp-1,59241,Streptococcus phage Dp-1,Viruses
2944850,,,,
2924031,,,,
69781,Penicillium oxalicum,69781,Penicillium oxalicum,Eukaryota
2962858,,,,
345199,Invertebrate iridescent virus 31,345199,Invertebrate iridescent virus 31,Viruses
1229325,Niminivirus,1229325,Niminivirus,Viruses
2955740,,,,
2955997,,,,
2899133,,,,
555317,Phyllobacterium sp. T1293,555317,Phyllobacterium sp. T1293,Bacteria
5507,Fusarium oxysporum,5507,Fusarium oxysporum,Eukaryota
1984796,Salmonella virus SPN3US,1984796,Salmonella virus SPN3US,Viruses
2895559,,,,
2983606,,,,
2845179,,,,
292461,Mycoplasma iguanae,292461,Mycoplasma iguanae,Bacteria
2962671,,,,
2937787,,,,
2810348,,,,
2705473,,,,
2845149,,,,
2917715,,,,
2860258,,,,
1552990,Halobacteriaceae archaeon LT55,1552990,Halobacteriaceae archaeon LT55,Archaea
2586965,,,,
1572712,Geobacillus virus E3,1572712,Geobacillus virus E3,Viruses
1933309,Oropouche orthobunyavirus,1933309,Oropouche orthobunyavirus,Viruses
2866808,,,,
2879113,,,,
2884220,,,,
72750,Beet pseudoyellows virus,72750,Beet pseudoyellows virus,Viruses
2956444,,,,
2955235,,,,
1955558,Noumeavirus,1955558,Noumeavirus,Viruses
10683,Bacillus virus PBS1,10683,Bacillus virus PBS1,Viruses
2810562,,,,
336486,Turkeypox virus,336486,Turkeypox virus,Viruses
2734292,Microbacterium virus Zeta1847,2734292,Microbacterium virus Zeta1847,Viruses
2989818,,,,
2734222,Arthrobacter virus Bridgette,2734222,Arthrobacter virus Bridgette,Viruses
251538,Candidatus Blochmannia ocreatus,251538,Candidatus Blochmannia ocreatus,Bacteria
2955965,,,,
2956470,,,,
2933290,,,,
33914,Saccharopolyspora gregorii,33914,Saccharopolyspora gregorii,Bacteria
1094892,Megavirus chiliensis,1094892,Megavirus chiliensis,Viruses
2955578,,,,
2930199,,,,
2932253,,,,
2733963,Prochlorococcus virus NATL2A133,2733963,Prochlorococcus virus NATL2A133,Viruses
1028420,Psychrobacter sp. DAB_AL62B,1028420,Psychrobacter sp. DAB_AL62B,Bacteria
2981136,,,,
2907545,,,,
1985718,Acinetobacter virus AB3,1985718,Acinetobacter virus AB3,Viruses
2943497,,,,
2956068,,,,
562716,Pseudoalteromonas sp. CF6-2,562716,Pseudoalteromonas sp. CF6-2,Bacteria
2830983,,,,
2867408,,,,
2560700,Ralstonia virus RP12,2560700,Ralstonia virus RP12,Viruses
2749432,,,,
2955512,,,,
2994078,,,,
2936507,,,,
2953982,,,,
2872158,,,,
42374,Candida dubliniensis,42374,Candida dubliniensis,Eukaryota
2560778,Sphingobium virus Lacusarx,2560778,Sphingobium virus Lacusarx,Viruses
56646,Fusarium venenatum,56646,Fusarium venenatum,Eukaryota
2845756,,,,
10256,Raccoonpox virus,10256,Raccoonpox virus,Viruses
2866573,,,,
2969620,,,,
2961619,,,,
2733350,Pseudomonas virus Ab05,2733350,Pseudomonas virus Ab05,Viruses
2929798,,,,
2822137,,,,
9606,Homo sapiens,9606,Homo sapiens,Eukaryota
5671,Leishmania infantum,5671,Leishmania infantum,Eukaryota
296544,Sphingomonas bisphenolicum,296544,Sphingomonas bisphenolicum,Bacteria
1813779,Salmonella phage 103203_sal5,1813779,Salmonella phage 103203_sal5,Viruses
280754,Pochonia chlamydosporia,280754,Pochonia chlamydosporia,Eukaryota
1632866,Alkalimarinus sediminis,1632866,Alkalimarinus sediminis,Bacteria
6035,Encephalitozoon cuniculi,6035,Encephalitozoon cuniculi,Eukaryota
430451,Sinorhizobium sp. M14,430451,Sinorhizobium sp. M14,Bacteria
2903960,,,,
2845137,,,,
11676,Human immunodeficiency virus 1,11676,Human immunodeficiency virus 1,Viruses
2874282,,,,
2984951,,,,
2916816,,,,
2883106,,,,
2953752,,,,
100217,Epizootic haematopoietic necrosis virus,100217,Epizootic haematopoietic necrosis virus,Viruses
2883998,,,,
1826170,Tokyovirus A1,1826170,Tokyovirus A1,Viruses
2940297,,,,
2079134,Dishui lake phycodnavirus 1,2079134,Dishui lake phycodnavirus 1,Viruses
2950604,,,,
2614442,Pseudomonas sp. LPB0260,2614442,Pseudomonas sp. LPB0260,Bacteria
2893885,,,,
1982374,Roseobacter virus RDJL2,1982374,Roseobacter virus RDJL2,Viruses
1985341,Citrobacter virus Merlin,1985341,Citrobacter virus Merlin,Viruses
2956798,,,,
1883202,Escherichia phage Gluttony,1883202,Escherichia phage Gluttony,Viruses
2734120,,,,
2929515,,,,
437329,Burkholderia phage BcepGomr,437329,Burkholderia phage BcepGomr,Viruses
1042133,Fusarium musae,1042133,Fusarium musae,Eukaryota
10753,Bacillus phage Nf,10753,Bacillus phage Nf,Viruses
99585,Frangipani mosaic virus,99585,Frangipani mosaic virus,Viruses
2956060,,,,
2867005,,,,
2734149,Synechococcus virus SSM1,2734149,Synechococcus virus SSM1,Viruses
2956784,,,,
2170049,Ranunculus white mottle ophiovirus,2170049,Ranunculus white mottle ophiovirus,Viruses
5062,Aspergillus oryzae,5062,Aspergillus oryzae,Eukaryota
2861284,,,,
2955704,,,,
2953980,,,,
2920387,,,,
5141,Neurospora crassa,5141,Neurospora crassa,Eukaryota
573658,Candidatus Hodgkinia cicadicola,573658,Candidatus Hodgkinia cicadicola,Bacteria
2955511,,,,
2883075,,,,
10326,Equid alphaherpesvirus 1,10326,Equid alphaherpesvirus 1,Viruses
2955552,,,,
45661,Banana bract mosaic virus,45661,Banana bract mosaic virus,Viruses
1660078,Campylobacter sp. RM5004,1660078,Campylobacter sp. RM5004,Bacteria
671077,Caldinitratiruptor microaerophilus,671077,Caldinitratiruptor microaerophilus,Bacteria
253701,Zygocactus virus X,253701,Zygocactus virus X,Viruses
2867238,,,,
2986828,,,,
2846050,,,,
2856823,,,,
481315,Leporid alphaherpesvirus 4,481315,Leporid alphaherpesvirus 4,Viruses
2976431,,,,
2738142,,,,
398049,Mucilaginibacter daejeonensis,398049,Mucilaginibacter daejeonensis,Bacteria
489830,Helicoverpa armigera granulovirus,489830,Helicoverpa armigera granulovirus,Viruses
2775080,,,,
2940300,,,,
2877939,,,,
1173297,Halocynthia phage JM-2012,1173297,Halocynthia phage JM-2012,Viruses
2661583,Candidatus Profftella armatura (Diaphorina cf. continua),2661583,Candidatus Profftella armatura (Diaphorina cf. continua),Bacteria
2844204,,,,
2948573,,,,
2933816,,,,
36050,Fusarium poae,36050,Fusarium poae,Eukaryota
2720714,,,,
5854,Plasmodium reichenowi,5854,Plasmodium reichenowi,Eukaryota
2843629,,,,
2951806,,,,
2968500,,,,
1985336,Enterobacter virus Eap3,1985336,Enterobacter virus Eap3,Viruses
354328,Bell pepper alphaendornavirus,354328,Bell pepper alphaendornavirus,Viruses
1921565,Proteus sp. CD3,1921565,Proteus sp. CD3,Bacteria
2955234,,,,
2866201,,,,
126734,Methanofollis aquaemaris,126734,Methanofollis aquaemaris,Archaea
2992143,,,,
2916633,,,,
10245,Vaccinia virus,10245,Vaccinia virus,Viruses
188763,Panine betaherpesvirus 2,188763,Panine betaherpesvirus 2,Viruses
2780091,,,,
11864,Avian leukosis virus,11864,Avian leukosis virus,Viruses
2820002,,,,
261939,Ostreid herpesvirus 1,261939,Ostreid herpesvirus 1,Viruses
1675866,Urbanus proteus nucleopolyhedrovirus,1675866,Urbanus proteus nucleopolyhedrovirus,Viruses
2892442,,,,
2866807,,,,
2793103,,,,
2844109,,,,
2831891,,,,
2867010,,,,
1585246,Diachasmimorpha longicaudata rhabdovirus,1585246,Diachasmimorpha longicaudata rhabdovirus,Viruses
2212563,CrAssphage sp.,2212563,CrAssphage sp.,Viruses
2840468,,,,
2956711,,,,
2901381,,,,
4909,Pichia kudriavzevii,4909,Pichia kudriavzevii,Eukaryota
2986920,,,,
55529,Guillardia theta,55529,Guillardia theta,Eukaryota
1920763,Pseudomonas virus LIT1,1920763,Pseudomonas virus LIT1,Viruses
27289,Naumovozyma dairenensis,27289,Naumovozyma dairenensis,Eukaryota
2871170,,,,
2879116,,,,
2893889,,,,
1550733,Aquisediminimonas profunda,1550733,Aquisediminimonas profunda,Bacteria
2991053,,,,
1002689,Occallatibacter riparius,1002689,Occallatibacter riparius,Bacteria
1982747,Streptomyces virus YDN12,1982747,Streptomyces virus YDN12,Viruses
2560642,Perigonia lusca nucleopolyhedrovirus,2560642,Perigonia lusca nucleopolyhedrovirus,Viruses
1655645,Parabacteroides phage YZ-2015b,1655645,Parabacteroides phage YZ-2015b,Viruses
2828862,,,,
1982567,Arthrobacter virus Tank,1982567,Arthrobacter virus Tank,Viruses
28425,Plasmid pWP113a,28425,Plasmid pWP113a,
1982092,Mycobacterium virus Marvin,1982092,Mycobacterium virus Marvin,Viruses
2560434,Erwinia virus EaH1,2560434,Erwinia virus EaH1,Viruses
2920934,,,,
413066,Streptococcus phage SMP,413066,Streptococcus phage SMP,Viruses
208013,Agrotis ipsilon multiple nucleopolyhedrovirus,208013,Agrotis ipsilon multiple nucleopolyhedrovirus,Viruses
2918526,,,,
2844148,,,,
2886505,,,,
2072642,Paenibacillus sp. PK3_47,2072642,Paenibacillus sp. PK3_47,Bacteria
2843772,,,,
2972784,,,,
2819098,,,,
1608255,Suid betaherpesvirus 2,1608255,Suid betaherpesvirus 2,Viruses
2955563,,,,
1032242,Campylobacter sp. RM10537,1032242,Campylobacter sp. RM10537,Bacteria
1862145,Nisaea acidiphila,1862145,Nisaea acidiphila,Bacteria
2867011,,,,
2911539,,,,
2956015,,,,
2953984,,,,
2653189,Chroococcidiopsis sp. CCNUC1,2653189,Chroococcidiopsis sp. CCNUC1,Bacteria
2839024,,,,
2864206,,,,
2891570,,,,
28873,Camelpox virus,28873,Camelpox virus,Viruses
2860286,,,,
929835,Vibrio phage pYD38-B,929835,Vibrio phage pYD38-B,Viruses
2961571,,,,
202862,Streptomyces drozdowiczii,202862,Streptomyces drozdowiczii,Bacteria
317660,Streptomyces sp. F2,317660,Streptomyces sp. F2,Bacteria
2955687,,,,
1474867,Aureococcus anophagefferens virus,1474867,Aureococcus anophagefferens virus,Viruses
2560592,Microbacterium virus ISF9,2560592,Microbacterium virus ISF9,Viruses
2878391,,,,
2560358,Brochothrix virus A9,2560358,Brochothrix virus A9,Viruses
573241,Wolbachia endosymbiont of Oryzaephilus surinamensis,573241,Wolbachia endosymbiont of Oryzaephilus surinamensis,Bacteria
2931976,,,,
2962676,,,,
2895818,,,,
2903629,,,,
456999,Rhizoctonia solani,456999,Rhizoctonia solani,Eukaryota
138184,Alcelaphine gammaherpesvirus 2,138184,Alcelaphine gammaherpesvirus 2,Viruses
2734430,Norway ixovirus,2734430,Norway ixovirus,Viruses
925984,Erwinia phage phiEt88,925984,Erwinia phage phiEt88,Viruses
2955761,,,,
2560431,Enterococcus virus phiSHEF4,2560431,Enterococcus virus phiSHEF4,Viruses
985782,Moumouvirus,985782,Moumouvirus,Viruses
2976822,,,,
27291,Saccharomyces paradoxus,27291,Saccharomyces paradoxus,Eukaryota
1922217,Candidatus Erwinia haradaeae,1922217,Candidatus Erwinia haradaeae,Bacteria
2899220,,,,
1914855,Escherichia virus FV3,1914855,Escherichia virus FV3,Viruses
1985339,Klebsiella virus Matisse,1985339,Klebsiella virus Matisse,Viruses
2083176,Oxyplax ochracea nucleopolyhedrovirus,2083176,Oxyplax ochracea nucleopolyhedrovirus,Viruses
2956125,,,,
2806443,,,,
2982694,,,,
2861283,,,,
2955559,,,,
185588,Ruegeria sp. PR1b,185588,Ruegeria sp. PR1b,Bacteria
373067,Staphylococcus sp. 693-2,373067,Staphylococcus sp. 693-2,Bacteria
2976241,,,,
1814960,Streptococcus virus 9874,1814960,Streptococcus virus 9874,Viruses
93944,Nonomuraea gerenzanensis,93944,Nonomuraea gerenzanensis,Bacteria
5270,Ustilago maydis,5270,Ustilago maydis,Eukaryota
2940301,,,,
1548602,Nesterenkonia pannonica,1548602,Nesterenkonia pannonica,Bacteria
110163,Thermococcus aggregans,110163,Thermococcus aggregans,Archaea
260149,Aeromonas virus 65,260149,Aeromonas virus 65,Viruses
2912675,,,,
2023057,Orpheovirus IHUMI-LCC2,2023057,Orpheovirus IHUMI-LCC2,Viruses
138118,Quatrionicoccus australiensis,138118,Quatrionicoccus australiensis,Bacteria
2855836,,,,
240426,Squirrelpox virus,240426,Squirrelpox virus,Viruses
2530023,Pseudomonas phage Psa21,2530023,Pseudomonas phage Psa21,Viruses
2873269,,,,
2560332,Bacillus virus Mater,2560332,Bacillus virus Mater,Viruses
2904246,,,,
2955583,,,,
2806347,,,,
1177216,Candidatus Profftia tarda,1177216,Candidatus Profftia tarda,Bacteria
2796927,,,,
1069221,Mycolicibacillus parakoreensis,1069221,Mycolicibacillus parakoreensis,Bacteria
453162,Candidatus Nitrotoga arctica,453162,Candidatus Nitrotoga arctica,Bacteria
2169922,Escherichia virus HK542,2169922,Escherichia virus HK542,Viruses
2847045,,,,
10376,Human gammaherpesvirus 4,10376,Human gammaherpesvirus 4,Viruses
2864213,,,,
2772557,,,,
332158,Larkinella insperata,332158,Larkinella insperata,Bacteria
2968083,,,,
1183239,Salisaeta icosahedral phage 1,1183239,Salisaeta icosahedral phage 1,Viruses
2929494,,,,
1933291,Madrid orthobunyavirus,1933291,Madrid orthobunyavirus,Viruses
2563669,,,,
463192,Desulfovibrio tunisiensis,463192,Desulfovibrio tunisiensis,Bacteria
2949614,,,,
2918899,,,,
2932247,,,,
224402,Halococcus qingdaonensis,224402,Halococcus qingdaonensis,Archaea
2937786,,,,
2845142,,,,
2987689,,,,
2908211,,,,
2953749,,,,
1542730,Frateuria sp. 5GH9-11,1542730,Frateuria sp. 5GH9-11,Bacteria
2931400,,,,
2886377,,,,
2912824,,,,
1574269,Polaribacter undariae,1574269,Polaribacter undariae,Bacteria
2845157,,,,
1080349,Saccharomyces eubayanus,1080349,Saccharomyces eubayanus,Eukaryota
2560567,Macacine betaherpesvirus 8,2560567,Macacine betaherpesvirus 8,Viruses
5660,Leishmania braziliensis,5660,Leishmania braziliensis,Eukaryota
2782662,,,,
2932254,,,,
466051,Thermus virus P23-45,466051,Thermus virus P23-45,Viruses
1980923,Ralstonia virus RSL1,1980923,Ralstonia virus RSL1,Viruses
11786,Murine leukemia virus,11786,Murine leukemia virus,Viruses
1914897,Cronobacter virus CR3,1914897,Cronobacter virus CR3,Viruses
2733636,Escherichia virus EcoDS1,2733636,Escherichia virus EcoDS1,Viruses
2949664,,,,
931101,Cardinium endosymbiont of Oedothorax gibbosus,931101,Cardinium endosymbiont of Oedothorax gibbosus,Bacteria
1746068,Wuhan aphid virus 2,1746068,Wuhan aphid virus 2,Viruses
2955548,,,,
2901142,,,,
2866386,,,,
2917724,,,,
2937788,,,,
2856522,,,,
2972478,,,,
2913616,,,,
2900738,,,,
2107707,Pandoravirus macleodensis,2107707,Pandoravirus macleodensis,Viruses
2731552,,,,
2734278,Caulobacter virus Seuss,2734278,Caulobacter virus Seuss,Viruses
2734105,Faecalibacterium virus Epona,2734105,Faecalibacterium virus Epona,Viruses
2843993,,,,
2918755,,,,
211595,Enterobacter sp. RFL1396,211595,Enterobacter sp. RFL1396,Bacteria
2845155,,,,
2932256,,,,
1923688,Wuchang cockroach Virus 4,1923688,Wuchang cockroach Virus 4,Viruses
2932773,,,,
2785123,,,,
2930532,,,,
2819999,,,,
35128,Thalassiosira pseudonana,35128,Thalassiosira pseudonana,Eukaryota
2942996,,,,
2894082,,,,
2931399,,,,
97195,Heterosigma akashiwo virus 01,97195,Heterosigma akashiwo virus 01,Viruses
2857060,,,,
2779362,,,,
2955712,,,,
2749808,,,,
2846180,,,,
2949093,,,,
2895483,,,,
1472912,Nitrincola phage 1M3-16,1472912,Nitrincola phage 1M3-16,Viruses
2846161,,,,
2770780,,,,
2961994,,,,
1918008,Bacillus virus Spock,1918008,Bacillus virus Spock,Viruses
2844120,,,,
2930049,,,,
1172985,Mogiana tick virus,1172985,Mogiana tick virus,Viruses
934027,Campylobacter virus NCTC12673,934027,Campylobacter virus NCTC12673,Viruses
388459,Mycolicibacterium crocinum,388459,Mycolicibacterium crocinum,Bacteria
5825,Plasmodium chabaudi,5825,Plasmodium chabaudi,Eukaryota
2867233,,,,
5691,Trypanosoma brucei,5691,Trypanosoma brucei,Eukaryota
2956446,,,,
2560416,Enterococcus virus AL3,2560416,Enterococcus virus AL3,Viruses
2964609,,,,
181082,Emiliania huxleyi virus 86,181082,Emiliania huxleyi virus 86,Viruses
2845481,,,,
2956145,,,,
2954016,,,,
2914041,,,,
2955862,,,,
2956268,,,,
73422,Streptococcus phage TP-J34,73422,Streptococcus phage TP-J34,Viruses
747457,Pseudoalteromonas sp. SANK 73390,747457,Pseudoalteromonas sp. SANK 73390,Bacteria
2845819,,,,
96472,Thiothrix sp. CT3,96472,Thiothrix sp. CT3,Bacteria
2892541,,,,
179637,Halococcus dombrowskii,179637,Halococcus dombrowskii,Archaea
1922875,Hubei diptera virus 14,1922875,Hubei diptera virus 14,Viruses
2956514,,,,
1840265,Polaromonas sp. E3S,1840265,Polaromonas sp. E3S,Bacteria
2898581,,,,
1664033,Streptomyces sp. R527F,1664033,Streptomyces sp. R527F,Bacteria
2860051,,,,
2934340,,,,
2560785,Streptomyces virus Bing,2560785,Streptomyces virus Bing,Viruses
2893890,,,,
2956212,,,,
1982089,Arthrobacter virus Circum,1982089,Arthrobacter virus Circum,Viruses
344163,Microbacterium terricola,344163,Microbacterium terricola,Bacteria
2904252,,,,
2893469,,,,
1982918,Mycobacterium virus Pipefish,1982918,Mycobacterium virus Pipefish,Viruses
984207,Sphaerospermopsis torques-reginae,984207,Sphaerospermopsis torques-reginae,Bacteria
108080,Candidatus Blochmannia herculeanus,108080,Candidatus Blochmannia herculeanus,Bacteria
2865837,,,,
2955738,,,,
2920939,,,,
1983719,Bacillus shivajii,1983719,Bacillus shivajii,Bacteria
2844103,,,,
2850561,,,,
2895489,,,,
2953978,,,,
2955947,,,,
135742,Paracoccus methylutens,135742,Paracoccus methylutens,Bacteria
2895472,,,,
2175149,Halobaculum roseum,2175149,Halobaculum roseum,Archaea
2844163,,,,
2733618,Pseudomonas virus 17A,2733618,Pseudomonas virus 17A,Viruses
2930219,,,,
2791037,,,,
2864212,,,,
2560407,Dinoroseobacter virus D5C,2560407,Dinoroseobacter virus D5C,Viruses
2954023,,,,
231439,Pseudodesulfovibrio portus,231439,Pseudodesulfovibrio portus,Bacteria
552525,Bacillus virus IEBH,552525,Bacillus virus IEBH,Viruses
187764,Escherichia virus K1-5,187764,Escherichia virus K1-5,Viruses
2560423,Enterococcus virus EFLK1,2560423,Enterococcus virus EFLK1,Viruses
170617,Adoxophyes orana granulovirus,170617,Adoxophyes orana granulovirus,Viruses
1923159,Hubei picorna-like virus 75,1923159,Hubei picorna-like virus 75,Viruses
2846052,,,,
2722752,,,,
2879939,,,,
2954019,,,,
2923362,,,,
2956122,,,,
1090133,Enterobacteria phage IME10,1090133,Enterobacteria phage IME10,Viruses
1980925,Ralstonia virus RSL2,1980925,Ralstonia virus RSL2,Viruses
2843793,,,,
907046,Flavobacterium sp. B183,907046,Flavobacterium sp. B183,Bacteria
2560444,Escherichia virus GEC3S,2560444,Escherichia virus GEC3S,Viruses
1985337,Klebsiella virus KP15,1985337,Klebsiella virus KP15,Viruses
2758563,,,,
2842456,,,,
2835041,,,,
2909669,,,,
2798804,,,,
497967,Hymenobacter tibetensis,497967,Hymenobacter tibetensis,Bacteria
2933959,,,,
2704655,,,,
2843794,,,,
2733968,Votkovvirus S28C10,2733968,Votkovvirus S28C10,Viruses
2897774,,,,
2807096,,,,
2866628,,,,
2041525,Mycobacterium phage DaWorst,2041525,Mycobacterium phage DaWorst,Viruses
2734106,Prochlorococcus virus MED4-213,2734106,Prochlorococcus virus MED4-213,Viruses
2563662,,,,
2734109,Escherichia virus Goslar,2734109,Escherichia virus Goslar,Viruses
2872157,,,,
2872309,,,,
35269,Woodchuck hepatitis virus,35269,Woodchuck hepatitis virus,Viruses
1983750,Mycobacterium virus Bongo,1983750,Mycobacterium virus Bongo,Viruses
521689,Thiocapsa bogorovii,521689,Thiocapsa bogorovii,Bacteria
1312364,Brevundimonas albigilva,1312364,Brevundimonas albigilva,Bacteria
5476,Candida albicans,5476,Candida albicans,Eukaryota
430679,Nitratireductor kimnyeongensis,430679,Nitratireductor kimnyeongensis,Bacteria
2918528,,,,
2934161,,,,
381046,Lachancea thermotolerans,381046,Lachancea thermotolerans,Eukaryota
51364,Mycoplasma cottewii,51364,Mycoplasma cottewii,Bacteria
762660,Acinetobacter phage Ac42,762660,Acinetobacter phage Ac42,Viruses
2867021,,,,
2989817,,,,
2734260,Salmonella virus Lumpael,2734260,Salmonella virus Lumpael,Viruses
2955228,,,,
2704654,,,,
2975482,,,,
2956179,,,,
2845430,,,,
2560330,Bacillus virus Evoli,2560330,Bacillus virus Evoli,Viruses
1921187,Bacillus virus Pascal,1921187,Bacillus virus Pascal,Viruses
2876028,,,,
2782629,,,,
1527770,Rhizobium phage vB_RleM_P10VF,1527770,Rhizobium phage vB_RleM_P10VF,Viruses
1972685,Coot Bay almendravirus,1972685,Coot Bay almendravirus,Viruses
2993314,,,,
2953991,,,,
1954380,Sodalis virus SO1,1954380,Sodalis virus SO1,Viruses
2974552,,,,
2892996,,,,
2845463,,,,
2906456,,,,
2876193,,,,
2846069,,,,
2775496,,,,
2843621,,,,
2916802,,,,
2845934,,,,
27288,Naumovozyma castellii,27288,Naumovozyma castellii,Eukaryota
2844208,,,,
2861279,,,,
1785960,Ralstonia phage RSP15,1785960,Ralstonia phage RSP15,Viruses
2956315,,,,
2962065,,,,
2955345,,,,
1980471,Hantaan orthohantavirus,1980471,Hantaan orthohantavirus,Viruses
2049890,Haloarcula virus HCIV1,2049890,Haloarcula virus HCIV1,Viruses
2652803,endosymbiont of Plagiopylea sp.,2652803,endosymbiont of Plagiopylea sp.,Bacteria
2734236,Microbacterium virus OneinaGillian,2734236,Microbacterium virus OneinaGillian,Viruses
1006972,Campylobacter virus IBB35,1006972,Campylobacter virus IBB35,Viruses
163604,Nocardiopsis exhalans,163604,Nocardiopsis exhalans,Bacteria
5855,Plasmodium vivax,5855,Plasmodium vivax,Eukaryota
46021,Paramecium bursaria Chlorella virus NY2A,46021,Paramecium bursaria Chlorella virus NY2A,Viruses
2563668,,,,
4896,Schizosaccharomyces pombe,4896,Schizosaccharomyces pombe,Eukaryota
212035,Acanthamoeba polyphaga mimivirus,212035,Acanthamoeba polyphaga mimivirus,Viruses
2962064,,,,
2560683,Pseudomonas virus SM1,2560683,Pseudomonas virus SM1,Viruses
12345,Bacillus virus GA1,12345,Bacillus virus GA1,Viruses
2878534,,,,
2734108,,,,
2912630,,,,
2847299,,,,
2560676,Pseudomonas virus PMW,2560676,Pseudomonas virus PMW,Viruses
2872311,,,,
35319,Tete orthobunyavirus,35319,Tete orthobunyavirus,Viruses
145971,Colletotrichum lupini,145971,Colletotrichum lupini,Eukaryota
2991972,,,,
2878680,,,,
107324,Tobacco vein clearing virus,107324,Tobacco vein clearing virus,Viruses
2861802,,,,
2871826,,,,
2929509,,,,
27350,Puccinia striiformis,27350,Puccinia striiformis,Eukaryota
2897333,,,,
2764705,,,,
2903536,,,,
161494,Antheraea pernyi nucleopolyhedrovirus,161494,Antheraea pernyi nucleopolyhedrovirus,Viruses
2980557,,,,
2895480,,,,
2844193,,,,
2734205,Lactobacillus virus Lenus,2734205,Lactobacillus virus Lenus,Viruses
2864202,,,,
2903901,,,,
1933044,Edaphobacter flagellatus,1933044,Edaphobacter flagellatus,Bacteria
10276,Swinepox virus,10276,Swinepox virus,Viruses
2072024,Mocis latipes granulovirus,2072024,Mocis latipes granulovirus,Viruses
2884876,,,,
2698683,,,,
2860337,,,,
2931975,,,,
2782678,,,,
2871165,,,,
2953746,,,,
2942908,,,,
1524258,Amphritea ceti,1524258,Amphritea ceti,Bacteria
2582914,Alcaligenes sp. HO-1,2582914,Alcaligenes sp. HO-1,Bacteria
671053,Thalassolituus marinus,671053,Thalassolituus marinus,Bacteria
2845407,,,,
2895471,,,,
