nid,strain_name,specie_id,specie_name,k
2899121,,,,
36050,Fusarium poae,36050,Fusarium poae,Eukaryota
67082,BeAn 58058 virus,67082,BeAn 58058 virus,Viruses
2949307,,,,
2908842,,,,
2933290,,,,
5207,Cryptococcus neoformans,5207,Cryptococcus neoformans,Eukaryota
2886377,,,,
2904121,,,,
2852117,,,,
2984843,,,,
223390,Ancylobacter polymorphus,223390,Ancylobacter polymorphus,Bacteria
2837956,,,,
2831893,,,,
2856522,,,,
2903629,,,,
2829812,,,,
524884,Saccharopolyspora rosea,524884,Saccharopolyspora rosea,Bacteria
2933779,,,,
2992244,,,,
1223565,Rhizobium sp. Pop5,1223565,Rhizobium sp. Pop5,Bacteria
12178,Cymbidium mosaic virus,12178,Cymbidium mosaic virus,Viruses
2986830,,,,
2866626,,,,
2955498,,,,
2846605,,,,
224402,Halococcus qingdaonensis,224402,Halococcus qingdaonensis,Archaea
2901869,,,,
2801834,,,,
2268449,,,,
50292,Cercopithecine betaherpesvirus 5,50292,Cercopithecine betaherpesvirus 5,Viruses
2892442,,,,
929832,Cyanophage P-RSM6,929832,Cyanophage P-RSM6,Viruses
2932245,,,,
2793103,,,,
2844309,,,,
2920380,,,,
2867010,,,,
2734369,Wheat yellow striate alphanucleorhabdovirus,2734369,Wheat yellow striate alphanucleorhabdovirus,Viruses
2802577,,,,
10376,Human gammaherpesvirus 4,10376,Human gammaherpesvirus 4,Viruses
2734375,Muir barhavirus,2734375,Muir barhavirus,Viruses
2854260,,,,
2560307,Arthrobacteria virus Molivia,2560307,Arthrobacteria virus Molivia,Viruses
53362,Dactylosporangium vinaceum,53362,Dactylosporangium vinaceum,Bacteria
2923366,,,,
2906798,,,,
2847299,,,,
2903536,,,,
2855503,,,,
2861282,,,,
2875540,,,,
13502,Brettanomyces nanus,13502,Brettanomyces nanus,Eukaryota
2955995,,,,
2984530,,,,
2829597,,,,
2843640,,,,
138184,Alcelaphine gammaherpesvirus 2,138184,Alcelaphine gammaherpesvirus 2,Viruses
113608,Tetrapisispora phaffii,113608,Tetrapisispora phaffii,Eukaryota
2846050,,,,
2015370,Bat mastadenovirus C,2015370,Bat mastadenovirus C,Viruses
2898580,,,,
2923362,,,,
2704652,,,,
2913621,,,,
99000,Tanapox virus,99000,Tanapox virus,Viruses
2810535,,,,
394733,Parasphingorhabdus litoris,394733,Parasphingorhabdus litoris,Bacteria
2886359,,,,
2918899,,,,
1985736,Xylella virus Prado,1985736,Xylella virus Prado,Viruses
2986828,,,,
1982903,Mycobacterium virus Reprobate,1982903,Mycobacterium virus Reprobate,Viruses
28321,Amsacta moorei entomopoxvirus,28321,Amsacta moorei entomopoxvirus,Viruses
2867023,,,,
2955382,,,,
648998,Penguinpox virus,648998,Penguinpox virus,Viruses
218111,Wolbachia endosymbiont of Corcyra cephalonica,218111,Wolbachia endosymbiont of Corcyra cephalonica,Bacteria
2845157,,,,
1606501,Pteronotus parnellii polyomavirus 1,1606501,Pteronotus parnellii polyomavirus 1,Viruses
2908211,,,,
2846064,,,,
2918516,,,,
374422,Streptomyces virus TG1,374422,Streptomyces virus TG1,Viruses
2971236,,,,
1986019,Simian mastadenovirus F,1986019,Simian mastadenovirus F,Viruses
1364945,Salinirubellus salinus,1364945,Salinirubellus salinus,Archaea
2877939,,,,
2861775,,,,
2955232,,,,
2955947,,,,
2872754,,,,
1883202,Escherichia phage Gluttony,1883202,Escherichia phage Gluttony,Viruses
328615,Trichoplusia ni ascovirus 2c,328615,Trichoplusia ni ascovirus 2c,Viruses
2746321,Pseudomonas sp. RBPA9,2746321,Pseudomonas sp. RBPA9,Bacteria
2954056,,,,
1664033,Streptomyces sp. R527F,1664033,Streptomyces sp. R527F,Bacteria
35241,Lactococcus phage Tuc2009,35241,Lactococcus phage Tuc2009,Viruses
2169867,Deltapapillomavirus 7,2169867,Deltapapillomavirus 7,Viruses
2810563,,,,
2898795,,,,
2978473,,,,
2944234,,,,
292461,Mycoplasma iguanae,292461,Mycoplasma iguanae,Bacteria
2738413,Acidovorax sp. YS12,2738413,Acidovorax sp. YS12,Bacteria
2875729,,,,
2734106,Prochlorococcus virus MED4-213,2734106,Prochlorococcus virus MED4-213,Viruses
2079134,Dishui lake phycodnavirus 1,2079134,Dishui lake phycodnavirus 1,Viruses
166056,Epinotia aporema granulovirus,166056,Epinotia aporema granulovirus,Viruses
2738410,,,,
2955762,,,,
2605730,Streptomyces sp. BSE6.1,2605730,Streptomyces sp. BSE6.1,Bacteria
2980499,,,,
1985327,Klebsiella virus PKO111,1985327,Klebsiella virus PKO111,Viruses
2925830,,,,
2979324,,,,
2169924,Escherichia virus HK633,2169924,Escherichia virus HK633,Viruses
2906072,,,,
2169863,Papiine betaherpesvirus 3,2169863,Papiine betaherpesvirus 3,Viruses
2929800,,,,
2705472,,,,
332158,Larkinella insperata,332158,Larkinella insperata,Bacteria
2893471,,,,
2025360,NY_014 poxvirus,2025360,NY_014 poxvirus,Viruses
2844148,,,,
934027,Campylobacter virus NCTC12673,934027,Campylobacter virus NCTC12673,Viruses
2898796,,,,
2875764,,,,
2592049,Pontibacter sp. XAAS-72,2592049,Pontibacter sp. XAAS-72,Bacteria
507763,Halomonas sp. MS1,507763,Halomonas sp. MS1,Bacteria
2931399,,,,
519497,Southern rice black-streaked dwarf virus,519497,Southern rice black-streaked dwarf virus,Viruses
2908651,,,,
435912,Vibrio porteresiae,435912,Vibrio porteresiae,Bacteria
10245,Vaccinia virus,10245,Vaccinia virus,Viruses
2734222,Arthrobacter virus Bridgette,2734222,Arthrobacter virus Bridgette,Viruses
2937774,,,,
129726,Pseudocowpox virus,129726,Pseudocowpox virus,Viruses
2904243,,,,
2734053,Staphylococcus virus SscM1,2734053,Staphylococcus virus SscM1,Viruses
2355,unidentified bacterial endosymbiont,2355,unidentified bacterial endosymbiont,Bacteria
2615214,,,,
2884832,,,,
2955726,,,,
58839,Encephalitozoon intestinalis,58839,Encephalitozoon intestinalis,Eukaryota
2955740,,,,
2560464,Escherichia virus Golestan,2560464,Escherichia virus Golestan,Viruses
2955341,,,,
279383,Alphaproteobacteria virus phiJl001,279383,Alphaproteobacteria virus phiJl001,Viruses
4950,Torulaspora delbrueckii,4950,Torulaspora delbrueckii,Eukaryota
2871487,,,,
1859492,Kaumoebavirus,1859492,Kaumoebavirus,Viruses
2864212,,,,
2917724,,,,
2955735,,,,
1431460,Hunnivirus A,1431460,Hunnivirus A,Viruses
2879622,,,,
2782659,,,,
2782660,,,,
2885078,,,,
29176,Neospora caninum,29176,Neospora caninum,Eukaryota
1914019,Vibrio virus KVP40,1914019,Vibrio virus KVP40,Viruses
2898276,,,,
2992843,,,,
4932,Saccharomyces cerevisiae,4932,Saccharomyces cerevisiae,Eukaryota
2880988,,,,
2949635,,,,
2560541,Klebsiella virus K64-1,2560541,Klebsiella virus K64-1,Viruses
2859768,,,,
2911172,,,,
2949664,,,,
1751100,Flavobacterium sp. GENT11,1751100,Flavobacterium sp. GENT11,Bacteria
1147144,Enterobacteria phage HK225,1147144,Enterobacteria phage HK225,Viruses
2560416,Enterococcus virus AL3,2560416,Enterococcus virus AL3,Viruses
2962047,,,,
2866592,,,,
2560833,Vibrio virus VP4B,2560833,Vibrio virus VP4B,Viruses
2933777,,,,
2909673,,,,
2935859,,,,
2851598,,,,
2935040,,,,
2613334,,,,
2721545,,,,
204269,Great Island virus,204269,Great Island virus,Viruses
1282863,Uruburuella testudinis,1282863,Uruburuella testudinis,Bacteria
353851,Mycoplasma sp. Ms02,353851,Mycoplasma sp. Ms02,Bacteria
2282849,,,,
2170064,Mahlapitsi orthoreovirus,2170064,Mahlapitsi orthoreovirus,Viruses
555316,Phyllobacterium sp. T1018,555316,Phyllobacterium sp. T1018,Bacteria
2986928,,,,
2913618,,,,
2900738,,,,
2866386,,,,
69221,Pectobacterium cacticida,69221,Pectobacterium cacticida,Bacteria
1582356,Sphingomicrobium aestuariivivum,1582356,Sphingomicrobium aestuariivivum,Bacteria
2560676,Pseudomonas virus PMW,2560676,Pseudomonas virus PMW,Viruses
1535204,Metabacillus endolithicus,1535204,Metabacillus endolithicus,Bacteria
2934158,,,,
1028420,Psychrobacter sp. DAB_AL62B,1028420,Psychrobacter sp. DAB_AL62B,Bacteria
35345,Lactococcus phage TP901-1,35345,Lactococcus phage TP901-1,Viruses
2909669,,,,
2878390,,,,
2820270,,,,
2928154,,,,
2734115,Prochlorococcus virus PTIM40,2734115,Prochlorococcus virus PTIM40,Viruses
2918755,,,,
2749994,,,,
2956052,,,,
2929802,,,,
2956053,,,,
5872,Theileria equi,5872,Theileria equi,Eukaryota
1357074,Pseudomonas sp. LS44,1357074,Pseudomonas sp. LS44,Bacteria
2986837,,,,
2734262,Faecalibacterium virus Oengus,2734262,Faecalibacterium virus Oengus,Viruses
2865837,,,,
1922549,Beihai picorna-like virus 120,1922549,Beihai picorna-like virus 120,Viruses
2932247,,,,
2734149,Synechococcus virus SSM1,2734149,Synechococcus virus SSM1,Viruses
2898076,,,,
2720720,,,,
2560440,Escherichia virus Av05,2560440,Escherichia virus Av05,Viruses
2809707,,,,
2704653,,,,
2929512,,,,
2025079,Torchivirus A,2025079,Torchivirus A,Viruses
2991054,,,,
2745119,Hemipteran scindoambidensovirus 1,2745119,Hemipteran scindoambidensovirus 1,Viruses
2929795,,,,
2961571,,,,
1982374,Roseobacter virus RDJL2,1982374,Roseobacter virus RDJL2,Viruses
1586713,Yellowstone lake phycodnavirus 1,1586713,Yellowstone lake phycodnavirus 1,Viruses
2795216,,,,
2170200,Spider monkey simian foamy virus,2170200,Spider monkey simian foamy virus,Viruses
2975049,,,,
1016855,Banana streak UI virus,1016855,Banana streak UI virus,Viruses
2966453,,,,
2886040,,,,
155537,Microscilla sp. PRE1,155537,Microscilla sp. PRE1,Bacteria
2283236,Aplysia californica nido-like virus,2283236,Aplysia californica nido-like virus,Viruses
2923375,,,,
2749935,,,,
2956060,,,,
1211642,Caulobacter virus Magneto,1211642,Caulobacter virus Magneto,Viruses
2901380,,,,
2969431,,,,
2734263,Gordonia virus BrutonGaster,2734263,Gordonia virus BrutonGaster,Viruses
2560358,Brochothrix virus A9,2560358,Brochothrix virus A9,Viruses
2789208,,,,
1748242,Spongiibacter taiwanensis,1748242,Spongiibacter taiwanensis,Bacteria
1751056,Flavobacterium sp. SHINM13,1751056,Flavobacterium sp. SHINM13,Bacteria
1005962,Ogataea parapolymorpha,1005962,Ogataea parapolymorpha,Eukaryota
2953750,,,,
1980471,Hantaan orthohantavirus,1980471,Hantaan orthohantavirus,Viruses
110163,Thermococcus aggregans,110163,Thermococcus aggregans,Archaea
211595,Enterobacter sp. RFL1396,211595,Enterobacter sp. RFL1396,Bacteria
2956240,,,,
2560344,Bean necrotic mosaic orthotospovirus,2560344,Bean necrotic mosaic orthotospovirus,Viruses
2949993,,,,
2964609,,,,
121627,Talaromyces rugulosus,121627,Talaromyces rugulosus,Eukaryota
181082,Emiliania huxleyi virus 86,181082,Emiliania huxleyi virus 86,Viruses
2886936,,,,
2884455,,,,
2866807,,,,
2734108,,,,
455364,Chrysochromulina ericina virus,455364,Chrysochromulina ericina virus,Viruses
2874284,,,,
2940297,,,,
2956039,,,,
1858,Frankia sp. ArI3,1858,Frankia sp. ArI3,Bacteria
2849865,,,,
2937786,,,,
2830994,,,,
2916816,,,,
2969621,,,,
574727,Bradyrhizobium sp. C-145,574727,Bradyrhizobium sp. C-145,Bacteria
2862331,,,,
2929493,,,,
10256,Raccoonpox virus,10256,Raccoonpox virus,Viruses
2822847,,,,
2879621,,,,
2733603,Klebsiella virus KpV48,2733603,Klebsiella virus KpV48,Viruses
2829596,,,,
2913506,,,,
2740529,Microvirga sp. R24,2740529,Microvirga sp. R24,Bacteria
2899133,,,,
1921548,Burkholderia virus KL1,1921548,Burkholderia virus KL1,Viruses
942880,Rhodoluna sp. KAS3,942880,Rhodoluna sp. KAS3,Bacteria
1032242,Campylobacter sp. RM10537,1032242,Campylobacter sp. RM10537,Bacteria
2931400,,,,
107324,Tobacco vein clearing virus,107324,Tobacco vein clearing virus,Viruses
1703338,Croceicoccus sp. Ery15,1703338,Croceicoccus sp. Ery15,Bacteria
2733636,Escherichia virus EcoDS1,2733636,Escherichia virus EcoDS1,Viruses
2560590,Microbacterium virus Golden,2560590,Microbacterium virus Golden,Viruses
2961948,,,,
1234143,Endozoicomonas euniceicola,1234143,Endozoicomonas euniceicola,Bacteria
2876028,,,,
2560595,Microbacterium virus Min1,2560595,Microbacterium virus Min1,Viruses
2955561,,,,
10266,Sheeppox virus,10266,Sheeppox virus,Viruses
747457,Pseudoalteromonas sp. SANK 73390,747457,Pseudoalteromonas sp. SANK 73390,Bacteria
2734275,Salmonella virus Sasha,2734275,Salmonella virus Sasha,Viruses
2911367,,,,
2954006,,,,
2929494,,,,
35254,Cryptophlebia leucotreta granulovirus,35254,Cryptophlebia leucotreta granulovirus,Viruses
2930199,,,,
2853432,,,,
2870840,,,,
2942997,,,,
2853227,,,,
1848900,Streptomyces sp. ST1015,1848900,Streptomyces sp. ST1015,Bacteria
2843987,,,,
2976127,,,,
1750598,Dissulfurimicrobium hydrothermale,1750598,Dissulfurimicrobium hydrothermale,Bacteria
2169814,Hubei chipolycivirus,2169814,Hubei chipolycivirus,Viruses
2956317,,,,
2968084,,,,
2942204,,,,
2955965,,,,
83544,Chinese wheat mosaic virus,83544,Chinese wheat mosaic virus,Viruses
2956352,,,,
1474867,Aureococcus anophagefferens virus,1474867,Aureococcus anophagefferens virus,Viruses
2813727,,,,
2929515,,,,
1933044,Edaphobacter flagellatus,1933044,Edaphobacter flagellatus,Bacteria
1960249,Suid gammaherpesvirus 3,1960249,Suid gammaherpesvirus 3,Viruses
2956106,,,,
2268025,,,,
100217,Epizootic haematopoietic necrosis virus,100217,Epizootic haematopoietic necrosis virus,Viruses
2933293,,,,
2480175,Elicom virus 1,2480175,Elicom virus 1,Viruses
2772557,,,,
42906,Serratia entomophila,42906,Serratia entomophila,Bacteria
208973,Choristoneura fumiferana multiple nucleopolyhedrovirus,208973,Choristoneura fumiferana multiple nucleopolyhedrovirus,Viruses
1567011,Clostridium phage phiCT19406C,1567011,Clostridium phage phiCT19406C,Viruses
2961994,,,,
2911539,,,,
319947,Streptomyces durmitorensis,319947,Streptomyces durmitorensis,Bacteria
2886505,,,,
1574269,Polaribacter undariae,1574269,Polaribacter undariae,Bacteria
373067,Staphylococcus sp. 693-2,373067,Staphylococcus sp. 693-2,Bacteria
28874,Volepox virus,28874,Volepox virus,Viruses
2933816,,,,
2830993,,,,
2991051,,,,
2989770,,,,
2987751,,,,
1675689,Aeromonas sp. Ne-1,1675689,Aeromonas sp. Ne-1,Bacteria
2734104,Erwinia virus Derbicus,2734104,Erwinia virus Derbicus,Viruses
627624,Nocardioides panacisoli,627624,Nocardioides panacisoli,Bacteria
2860258,,,,
2876713,,,,
2791037,,,,
381046,Lachancea thermotolerans,381046,Lachancea thermotolerans,Eukaryota
647221,Plasmodium gaboni,647221,Plasmodium gaboni,Eukaryota
1161906,Weissella phage phiYS61,1161906,Weissella phage phiYS61,Viruses
2986929,,,,
936902,Micrococcus sp. MG-2010-D12,936902,Micrococcus sp. MG-2010-D12,Bacteria
2738983,,,,
2594495,,,,
931100,Wolbachia endosymbiont of Oedothorax gibbosus,931100,Wolbachia endosymbiont of Oedothorax gibbosus,Bacteria
2846399,,,,
251538,Candidatus Blochmannia ocreatus,251538,Candidatus Blochmannia ocreatus,Bacteria
2931390,,,,
2866311,,,,
2745560,,,,
2867015,,,,
2912630,,,,
1985175,Bacillus virus Bc431,1985175,Bacillus virus Bc431,Viruses
1656159,Coxiella endosymbiont of Dermacentor marginatus,1656159,Coxiella endosymbiont of Dermacentor marginatus,Bacteria
2837969,,,,
2853439,,,,
10261,Fowlpox virus,10261,Fowlpox virus,Viruses
2928472,,,,
27289,Naumovozyma dairenensis,27289,Naumovozyma dairenensis,Eukaryota
2846400,,,,
45285,Eremothecium cymbalariae,45285,Eremothecium cymbalariae,Eukaryota
2857061,,,,
2937524,,,,
5888,Paramecium tetraurelia,5888,Paramecium tetraurelia,Eukaryota
2953978,,,,
2865838,,,,
985782,Moumouvirus,985782,Moumouvirus,Viruses
2560456,Escherichia virus WG01,2560456,Escherichia virus WG01,Viruses
2883169,,,,
2781978,,,,
2879846,,,,
2893884,,,,
2025349,,,,
2822846,,,,
2782641,,,,
489830,Helicoverpa armigera granulovirus,489830,Helicoverpa armigera granulovirus,Viruses
2560269,Acinetobacter virus ME3,2560269,Acinetobacter virus ME3,Viruses
2734142,Dickeya virus JA29,2734142,Dickeya virus JA29,Viruses
2955563,,,,
2560689,Pseudomonas virus pf16,2560689,Pseudomonas virus pf16,Viruses
2956179,,,,
1746068,Wuhan aphid virus 2,1746068,Wuhan aphid virus 2,Viruses
1586232,Halovarius luteus,1586232,Halovarius luteus,Archaea
108080,Candidatus Blochmannia herculeanus,108080,Candidatus Blochmannia herculeanus,Bacteria
2871175,,,,
1921565,Proteus sp. CD3,1921565,Proteus sp. CD3,Bacteria
1675866,Urbanus proteus nucleopolyhedrovirus,1675866,Urbanus proteus nucleopolyhedrovirus,Viruses
4956,Zygosaccharomyces rouxii,4956,Zygosaccharomyces rouxii,Eukaryota
2823904,,,,
1750535,Fructilactobacillus ixorae,1750535,Fructilactobacillus ixorae,Bacteria
2866278,,,,
2883236,,,,
4924,Scheffersomyces stipitis,4924,Scheffersomyces stipitis,Eukaryota
2878542,,,,
2954019,,,,
2822137,,,,
2964610,,,,
2956047,,,,
430451,Sinorhizobium sp. M14,430451,Sinorhizobium sp. M14,Bacteria
53522,Thermobifida alba,53522,Thermobifida alba,Bacteria
2844247,,,,
2810070,,,,
2871095,,,,
2955907,,,,
2733968,Votkovvirus S28C10,2733968,Votkovvirus S28C10,Viruses
2886044,,,,
886980,Skua siadenovirus A,886980,Skua siadenovirus A,Viruses
2867016,,,,
2782655,,,,
1981024,Lactobacillus virus Ld25A,1981024,Lactobacillus virus Ld25A,Viruses
1985342,Citrobacter virus Moon,1985342,Citrobacter virus Moon,Viruses
2912855,,,,
2704654,,,,
2955765,,,,
2955551,,,,
2734436,Alenquer phlebovirus,2734436,Alenquer phlebovirus,Viruses
490711,Orgyia leucostigma nucleopolyhedrovirus,490711,Orgyia leucostigma nucleopolyhedrovirus,Viruses
2895495,,,,
2822844,,,,
2806443,,,,
1933275,Kaeng Khoi orthobunyavirus,1933275,Kaeng Khoi orthobunyavirus,Viruses
2931930,,,,
2782654,,,,
2785124,,,,
251540,Candidatus Blochmannia vicinus,251540,Candidatus Blochmannia vicinus,Bacteria
2986920,,,,
5476,Candida albicans,5476,Candida albicans,Eukaryota
1071379,Tetrapisispora blattae,1071379,Tetrapisispora blattae,Eukaryota
2895493,,,,
187764,Escherichia virus K1-5,187764,Escherichia virus K1-5,Viruses
138118,Quatrionicoccus australiensis,138118,Quatrionicoccus australiensis,Bacteria
2989771,,,,
2855502,,,,
1923134,Hubei picorna-like virus 52,1923134,Hubei picorna-like virus 52,Viruses
2583805,,,,
2733667,Klebsiella virus IME205,2733667,Klebsiella virus IME205,Viruses
2845180,,,,
2831890,,,,
2482763,Sphingopyxis sp. YF1,2482763,Sphingopyxis sp. YF1,Bacteria
446374,Vibrio artabrorum,446374,Vibrio artabrorum,Bacteria
1080349,Saccharomyces eubayanus,1080349,Saccharomyces eubayanus,Eukaryota
2861281,,,,
2878678,,,,
2860051,,,,
2819619,,,,
2904245,,,,
345199,Invertebrate iridescent virus 31,345199,Invertebrate iridescent virus 31,Viruses
2560407,Dinoroseobacter virus D5C,2560407,Dinoroseobacter virus D5C,Viruses
2940298,,,,
2883998,,,,
2844207,,,,
2895286,,,,
2892541,,,,
45661,Banana bract mosaic virus,45661,Banana bract mosaic virus,Viruses
2594496,,,,
1006972,Campylobacter virus IBB35,1006972,Campylobacter virus IBB35,Viruses
1922330,Vibrio virus VC8,1922330,Vibrio virus VC8,Viruses
1521768,Bradyrhizobium sp. WD16,1521768,Bradyrhizobium sp. WD16,Bacteria
2972478,,,,
36363,Lymphocystis disease virus 1,36363,Lymphocystis disease virus 1,Viruses
2878152,,,,
2955234,,,,
2913619,,,,
2829569,,,,
2955497,,,,
83191,Melanoplus sanguinipes entomopoxvirus,83191,Melanoplus sanguinipes entomopoxvirus,Viruses
1922217,Candidatus Erwinia haradaeae,1922217,Candidatus Erwinia haradaeae,Bacteria
202862,Streptomyces drozdowiczii,202862,Streptomyces drozdowiczii,Bacteria
2982691,,,,
2970464,,,,
2981134,,,,
145971,Colletotrichum lupini,145971,Colletotrichum lupini,Eukaryota
2911527,,,,
10386,Gallid alphaherpesvirus 1,10386,Gallid alphaherpesvirus 1,Viruses
2867020,,,,
465797,Acinetobacter septicus,465797,Acinetobacter septicus,Bacteria
2830983,,,,
39640,Cotesia congregata bracovirus,39640,Cotesia congregata bracovirus,Viruses
2651199,Arthrobacter sp. CDRTa11,2651199,Arthrobacter sp. CDRTa11,Bacteria
60877,Tonate virus,60877,Tonate virus,Viruses
2944850,,,,
2955235,,,,
280754,Pochonia chlamydosporia,280754,Pochonia chlamydosporia,Eukaryota
80884,Colletotrichum higginsianum,80884,Colletotrichum higginsianum,Eukaryota
1965074,Fathead minnow nidovirus 1,1965074,Fathead minnow nidovirus 1,Viruses
113366,Heliothis virescens ascovirus 3a,113366,Heliothis virescens ascovirus 3a,Viruses
170325,Canid alphaherpesvirus 1,170325,Canid alphaherpesvirus 1,Viruses
2996004,,,,
2893890,,,,
1980466,Dabieshan orthohantavirus,1980466,Dabieshan orthohantavirus,Viruses
2879938,,,,
1503041,Arcanobacterium pinnipediorum,1503041,Arcanobacterium pinnipediorum,Bacteria
2861765,,,,
2922858,,,,
2775496,,,,
10288,Choristoneura biennis entomopoxvirus,10288,Choristoneura biennis entomopoxvirus,Viruses
2955862,,,,
101850,Thysanoplusia orichalcea nucleopolyhedrovirus,101850,Thysanoplusia orichalcea nucleopolyhedrovirus,Viruses
2845127,,,,
2986823,,,,
1527536,Mycobacterium phage Trike,1527536,Mycobacterium phage Trike,Viruses
27350,Puccinia striiformis,27350,Puccinia striiformis,Eukaryota
2986803,,,,
5825,Plasmodium chabaudi,5825,Plasmodium chabaudi,Eukaryota
2169973,Dickeya virus RC2014,2169973,Dickeya virus RC2014,Viruses
2940301,,,,
2845450,,,,
1923717,Wuhan insect virus 13,1923717,Wuhan insect virus 13,Viruses
2956330,,,,
1862145,Nisaea acidiphila,1862145,Nisaea acidiphila,Bacteria
2955548,,,,
2864208,,,,
2983267,,,,
1912324,Haloplanus salinarum,1912324,Haloplanus salinarum,Archaea
2955725,,,,
42260,Zygotorulaspora mrakii,42260,Zygotorulaspora mrakii,Eukaryota
2936682,,,,
2966625,,,,
2917715,,,,
2977321,,,,
2845108,,,,
573241,Wolbachia endosymbiont of Oryzaephilus surinamensis,573241,Wolbachia endosymbiont of Oryzaephilus surinamensis,Bacteria
2930049,,,,
5499,Passalora fulva,5499,Passalora fulva,Eukaryota
2976241,,,,
1084719,Bacillus virus G,1084719,Bacillus virus G,Viruses
2967302,,,,
2560849,Yersinia virus Yen9-04,2560849,Yersinia virus Yen9-04,Viruses
907046,Flavobacterium sp. B183,907046,Flavobacterium sp. B183,Bacteria
2861750,,,,
1933180,Anopheles A orthobunyavirus,1933180,Anopheles A orthobunyavirus,Viruses
715179,Paenibacillus sp. sptzw28,715179,Paenibacillus sp. sptzw28,Bacteria
2734080,Dickeya virus AD1,2734080,Dickeya virus AD1,Viruses
1814960,Streptococcus virus 9874,1814960,Streptococcus virus 9874,Viruses
2509386,Horsefly horwuvirus,2509386,Horsefly horwuvirus,Viruses
447588,Dechloromonas sp. A34,447588,Dechloromonas sp. A34,Bacteria
1982089,Arthrobacter virus Circum,1982089,Arthrobacter virus Circum,Viruses
2955552,,,,
1984778,Erwinia virus Ea35-70,1984778,Erwinia virus Ea35-70,Viruses
2929514,,,,
2560544,Klebsiella virus PMBT1,2560544,Klebsiella virus PMBT1,Viruses
2987688,,,,
2956798,,,,
2836368,,,,
2897413,,,,
2932773,,,,
1751095,Flavobacterium sp. GENT5,1751095,Flavobacterium sp. GENT5,Bacteria
2861800,,,,
704125,Clostridium sp. C5S11,704125,Clostridium sp. C5S11,Bacteria
2891570,,,,
2949995,,,,
2886046,,,,
2866628,,,,
317878,Cyprinid herpesvirus 2,317878,Cyprinid herpesvirus 2,Viruses
2845095,,,,
2560688,Pseudomonas virus nickie,2560688,Pseudomonas virus nickie,Viruses
2867013,,,,
2864201,,,,
2823043,,,,
5679,Leishmania panamensis,5679,Leishmania panamensis,Eukaryota
2871826,,,,
2764711,,,,
2734126,,,,
2929510,,,,
1910935,Bacillus virus Agate,1910935,Bacillus virus Agate,Viruses
39420,Feldmannia species virus,39420,Feldmannia species virus,Viruses
2867012,,,,
2843621,,,,
673376,Clostridium phage phiCP26F,673376,Clostridium phage phiCP26F,Viruses
1349410,Pandoravirus salinus,1349410,Pandoravirus salinus,Viruses
2734079,Synechococcus virus SShM2,2734079,Synechococcus virus SShM2,Viruses
577492,Mycolicibacter paraterrae,577492,Mycolicibacter paraterrae,Bacteria
2843625,,,,
112023,Streptococcus virus 7201,112023,Streptococcus virus 7201,Viruses
2563662,,,,
2866570,,,,
2975157,,,,
2955384,,,,
5664,Leishmania major,5664,Leishmania major,Eukaryota
261939,Ostreid herpesvirus 1,261939,Ostreid herpesvirus 1,Viruses
2955345,,,,
5854,Plasmodium reichenowi,5854,Plasmodium reichenowi,Eukaryota
1850906,Catopsilia pomona nucleopolyhedrovirus,1850906,Catopsilia pomona nucleopolyhedrovirus,Viruses
161675,Tamana bat virus,161675,Tamana bat virus,Viruses
2954066,,,,
2674997,Tellurirhabdus rosea,2674997,Tellurirhabdus rosea,Bacteria
1889240,Deinococcus rubellus,1889240,Deinococcus rubellus,Bacteria
320432,Chrysodeixis chalcites nucleopolyhedrovirus,320432,Chrysodeixis chalcites nucleopolyhedrovirus,Viruses
2989769,,,,
2844212,,,,
2955992,,,,
2845430,,,,
217615,Grapevine leafroll-associated virus 7,217615,Grapevine leafroll-associated virus 7,Viruses
2982694,,,,
2820661,,,,
2963434,,,,
2962065,,,,
2879114,,,,
1962300,Simian mastadenovirus C,1962300,Simian mastadenovirus C,Viruses
2972784,,,,
2886045,,,,
2953748,,,,
2733580,Lelliottia virus phD2B,2733580,Lelliottia virus phD2B,Viruses
652810,Human papillomavirus type 85,652810,Human papillomavirus type 85,Viruses
2884834,,,,
137816,Nodularia sphaerocarpa,137816,Nodularia sphaerocarpa,Bacteria
2886360,,,,
2846161,,,,
2878535,,,,
2950604,,,,
2963431,,,,
1586233,Halosiccatus urmianus,1586233,Halosiccatus urmianus,Archaea
2560562,Lonomia obliqua nucleopolyhedrovirus,2560562,Lonomia obliqua nucleopolyhedrovirus,Viruses
69781,Penicillium oxalicum,69781,Penicillium oxalicum,Eukaryota
2843653,,,,
2734144,Agrobacterium virus 7-7-1,2734144,Agrobacterium virus 7-7-1,Viruses
2943497,,,,
1921187,Bacillus virus Pascal,1921187,Bacillus virus Pascal,Viruses
2866810,,,,
2782629,,,,
2849642,,,,
2824673,,,,
2907545,,,,
2846099,,,,
2898483,,,,
2949637,,,,
2932251,,,,
2843722,,,,
2954061,,,,
2949614,,,,
2937787,,,,
1985712,Acinetobacter virus Fri1,1985712,Acinetobacter virus Fri1,Viruses
2962064,,,,
2560785,Streptomyces virus Bing,2560785,Streptomyces virus Bing,Viruses
2969247,,,,
599,Salmonella sp.,599,Salmonella sp.,Bacteria
596995,Bartonella sp. TT0105,596995,Bartonella sp. TT0105,Bacteria
2862509,,,,
2911526,,,,
2841662,,,,
5062,Aspergillus oryzae,5062,Aspergillus oryzae,Eukaryota
2861799,,,,
