e_id,e_name
2.3.3.21,(R)-citramalate synthase
2.3.3.5,2-methylcitrate synthase
2.3.3.9,malate synthase
2.4.1.1,glycogen phosphorylase
2.4.1.10,levansucrase
2.4.1.109,dolichyl-phosphate-mannose-protein mannosyltransferase
2.4.1.11,glycogen(starch) synthase
2.4.1.12,cellulose synthase (UDP-forming)
2.4.1.122,"N-acetylgalactosaminide beta-1,3-galactosyltransferase"
2.4.1.129,peptidoglycan glycosyltransferase
2.4.1.14,sucrose-phosphate synthase
2.4.1.144,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
2.4.1.15,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"
2.4.1.152,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
2.4.1.153,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminyltransferase
2.4.1.161,oligosaccharide 4-alpha-D-glucosyltransferase
2.4.1.166,raffinose-raffinose alpha-galactosyltransferase
2.4.1.173,sterol 3beta-glucosyltransferase
2.4.1.175,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase
2.4.1.18,"1,4-alpha-glucan branching enzyme"
2.4.1.180,lipopolysaccharide N-acetylmannosaminouronosyltransferase
2.4.1.182,lipid-A-disaccharide synthase
2.4.1.183,"alpha-1,3-glucan synthase"
2.4.1.187,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
2.4.1.19,cyclomaltodextrin glucanotransferase
2.4.1.198,phosphatidylinositol N-acetylglucosaminyltransferase
2.4.1.20,cellobiose phosphorylase
2.4.1.208,"diglucosyl diacylglycerol synthase (1,2-linking)"
2.4.1.21,starch synthase (glycosyl-transferring)
2.4.1.211,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
2.4.1.212,hyaluronan synthase
2.4.1.213,glucosylglycerol-phosphate synthase
2.4.1.216,trehalose 6-phosphate phosphorylase
2.4.1.226,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase
2.4.1.227,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2.4.1.230,kojibiose phosphorylase
2.4.1.242,NDP-glucose-starch glucosyltransferase
2.4.1.245,"alpha,alpha-trehalose synthase"
2.4.1.246,mannosylfructose-phosphate synthase
2.4.1.247,beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase
2.4.1.25,4-alpha-glucanotransferase
2.4.1.250,D-inositol-3-phosphate glycosyltransferase
2.4.1.251,"GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase"
2.4.1.252,GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase
2.4.1.255,protein O-GlcNAc transferase
2.4.1.264,D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphosphoundecaprenol 2-beta-glucuronosyltransferase
2.4.1.266,glucosyl-3-phosphoglycerate synthase
2.4.1.268,glucosylglycerate synthase
2.4.1.276,zeaxanthin glucosyltransferase
2.4.1.279,nigerose phosphorylase
2.4.1.280,"N,N'-diacetylchitobiose phosphorylase"
2.4.1.281,4-O-beta-D-mannosyl-D-glucose phosphorylase
2.4.1.282,3-O-alpha-D-glucosyl-L-rhamnose phosphorylase
2.4.1.287,"rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,4/1,5-galactofuranosyltransferase"
2.4.1.288,"galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase"
2.4.1.289,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
2.4.1.290,"N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase"
2.4.1.291,"N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase"
2.4.1.292,"GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase"
2.4.1.293,"GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase"
2.4.1.303,"UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase"
2.4.1.304,"UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase"
2.4.1.305,"UDP-Glc:alpha-D-GlcNAc-glucosaminyl-diphosphoundecaprenol beta-1,3-glucosyltransferase"
2.4.1.306,"UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-N-acetylgalactosaminyltransferase"
2.4.1.308,"GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase"
2.4.1.310,vancomycin aglycone glucosyltransferase
2.4.1.311,chloroorienticin B synthase
2.4.1.315,"diglucosyl diacylglycerol synthase (1,6-linking)"
2.4.1.319,"beta-1,4-mannooligosaccharide phosphorylase"
2.4.1.320,"1,4-beta-mannosyl-N-acetylglucosamine phosphorylase"
2.4.1.321,cellobionic acid phosphorylase
2.4.1.325,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
2.4.1.329,sucrose 6F-phosphate phosphorylase
2.4.1.33,mannuronan synthase
2.4.1.332,"1,2-alpha-glucosylglycerol phosphorylase"
2.4.1.333,"1,2-beta-oligoglucan phosphorylase"
2.4.1.336,monoglucosyldiacylglycerol synthase
2.4.1.337,"1,2-diacylglycerol 3-alpha-glucosyltransferase"
2.4.1.338,validoxylamine A glucosyltransferase
2.4.1.339,"beta-1,2-mannobiose phosphorylase"
2.4.1.340,"1,2-beta-oligomannan phosphorylase"
2.4.1.342,alpha-maltose-1-phosphate synthase
2.4.1.345,phosphatidyl-myo-inositol alpha-mannosyltransferase
2.4.1.346,phosphatidyl-myo-inositol dimannoside synthase
2.4.1.347,"alpha,alpha-trehalose-phosphate synthase (ADP-forming)"
2.4.1.348,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase"
2.4.1.349,"mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase"
2.4.1.4,amylosucrase
2.4.1.44,lipopolysaccharide 3-alpha-galactosyltransferase
2.4.1.46,monogalactosyldiacylglycerol synthase
2.4.1.5,dextransucrase
2.4.1.50,procollagen galactosyltransferase
2.4.1.52,poly(glycerol-phosphate) alpha-glucosyltransferase
2.4.1.56,lipopolysaccharide N-acetylglucosaminyltransferase
2.4.1.58,lipopolysaccharide glucosyltransferase I
2.4.1.60,"CDP-abequose:alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und alpha-1,3-abequosyltransferase"
2.4.1.64,"alpha,alpha-trehalose phosphorylase"
2.4.1.65,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase
2.4.1.66,procollagen glucosyltransferase
2.4.1.7,sucrose phosphorylase
2.4.1.8,maltose phosphorylase
2.4.1.80,ceramide glucosyltransferase
2.4.1.82,galactinol-sucrose galactosyltransferase
2.4.1.83,dolichyl-phosphate beta-D-mannosyltransferase
2.4.1.9,inulosucrase
2.4.1.92,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase
2.4.2.1,purine-nucleoside phosphorylase
2.4.2.10,orotate phosphoribosyltransferase
2.4.2.12,nicotinamide phosphoribosyltransferase
2.4.2.14,amidophosphoribosyltransferase
2.4.2.17,ATP phosphoribosyltransferase
2.4.2.18,anthranilate phosphoribosyltransferase
2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating)
2.4.2.2,pyrimidine-nucleoside phosphorylase
2.4.2.21,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase
2.4.2.22,xanthine phosphoribosyltransferase
2.4.2.26,protein xylosyltransferase
2.4.2.28,S-methyl-5'-thioadenosine phosphorylase
2.4.2.29,tRNA-guanosine34 preQ1 transglycosylase
2.4.2.3,uridine phosphorylase
2.4.2.30,NAD+ ADP-ribosyltransferase
2.4.2.4,thymidine phosphorylase
2.4.2.43,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
2.4.2.44,S-methyl-5'-thioinosine phosphorylase
2.4.2.45,decaprenyl-phosphate phosphoribosyltransferase
2.4.2.46,galactan 5-O-arabinofuranosyltransferase
2.4.2.47,arabinofuranan 3-O-arabinosyltransferase
2.4.2.48,tRNA-guanine15 transglycosylase
2.4.2.52,triphosphoribosyl-dephospho-CoA synthase
2.4.2.53,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
2.4.2.54,beta-ribofuranosylphenol 5'-phosphate synthase
2.4.2.57,AMP phosphorylase
2.4.2.6,nucleoside deoxyribosyltransferase
2.4.2.7,adenine phosphoribosyltransferase
2.4.2.8,hypoxanthine phosphoribosyltransferase
2.4.2.9,uracil phosphoribosyltransferase
2.4.99.1,"beta-galactoside alpha-(2,6)-sialyltransferase"
2.4.99.12,lipid IVA 3-deoxy-D-manno-octulosonic acid transferase
2.4.99.13,(Kdo)-lipid IVA 3-deoxy-D-manno-octulosonic acid transferase
2.4.99.14,(KDO)2-lipid IVA (2-8) 3-deoxy-D-manno-octulosonic acid transferase
2.4.99.15,(KDO)3-lipid IVA (2-4) 3-deoxy-D-manno-octulosonic acid transferase
2.4.99.16,starch synthase (maltosyl-transferring)
2.4.99.17,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2.4.99.18,dolichyl-diphosphooligosaccharide-protein glycotransferase
2.4.99.19,undecaprenyl-diphosphooligosaccharide-protein glycotransferase
2.4.99.21,dolichyl-phosphooligosaccharide-protein glycotransferase
2.5.1.1,dimethylallyltranstransferase
2.5.1.10,"(2E,6E)-farnesyl diphosphate synthase"
2.5.1.101,"N,N'-diacetyllegionaminate synthase"
2.5.1.103,presqualene diphosphate synthase
2.5.1.105,"7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase"
2.5.1.108,2-(3-amino-3-carboxypropyl)histidine synthase
2.5.1.114,tRNAPhe (4-demethylwyosine37-C7) aminocarboxypropyltransferase
2.5.1.120,aminodeoxyfutalosine synthase
2.5.1.128,N4-bis(aminopropyl)spermidine synthase
2.5.1.129,flavin prenyltransferase
2.5.1.131,(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase
2.5.1.132,3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphate synthase
2.5.1.133,bacteriochlorophyll a synthase
2.5.1.134,cystathionine beta-synthase (O-acetyl-L-serine)
2.5.1.140,N-(2-amino-2-carboxyethyl)-L-glutamate synthase
2.5.1.141,heme o synthase
2.5.1.147,5-amino-6-(D-ribitylamino)uracil-L-tyrosine 4-hydroxyphenyl transferase
2.5.1.15,dihydropteroate synthase
2.5.1.16,spermidine synthase
2.5.1.17,corrinoid adenosyltransferase
2.5.1.18,glutathione transferase
2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
2.5.1.2,thiamine pyridinylase
2.5.1.21,squalene synthase
2.5.1.26,alkylglycerone-phosphate synthase
2.5.1.29,geranylgeranyl diphosphate synthase
2.5.1.3,thiamine phosphate synthase
2.5.1.30,heptaprenyl diphosphate synthase
2.5.1.31,"ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]"
2.5.1.32,15-cis-phytoene synthase
2.5.1.38,isonocardicin synthase
2.5.1.39,4-hydroxybenzoate polyprenyltransferase
2.5.1.41,phosphoglycerol geranylgeranyltransferase
2.5.1.42,geranylgeranylglycerol-phosphate geranylgeranyltransferase
2.5.1.43,nicotianamine synthase
2.5.1.44,homospermidine synthase
2.5.1.46,deoxyhypusine synthase
2.5.1.47,cysteine synthase
2.5.1.48,cystathionine gamma-synthase
2.5.1.49,O-acetylhomoserine aminocarboxypropyltransferase
2.5.1.54,3-deoxy-7-phosphoheptulonate synthase
2.5.1.55,3-deoxy-8-phosphooctulonate synthase
2.5.1.56,N-acetylneuraminate synthase
2.5.1.57,N-acylneuraminate-9-phosphate synthase
2.5.1.6,methionine adenosyltransferase
2.5.1.61,hydroxymethylbilane synthase
2.5.1.62,chlorophyll synthase
2.5.1.63,adenosyl-fluoride synthase
2.5.1.68,"(2Z,6E)-farnesyl diphosphate synthase"
2.5.1.7,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2.5.1.72,quinolinate synthase
2.5.1.73,O-phospho-L-seryl-tRNA:Cys-tRNA synthase
2.5.1.74,"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
2.5.1.75,tRNA dimethylallyltransferase
2.5.1.76,cysteate synthase
2.5.1.78,"6,7-dimethyl-8-ribityllumazine synthase"
2.5.1.83,"hexaprenyl diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]"
2.5.1.84,all-trans-nonaprenyl diphosphate synthase [geranyl-diphosphate specific]
2.5.1.85,all-trans-nonaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific]
2.5.1.86,"trans,polycis-decaprenyl diphosphate synthase"
2.5.1.88,"trans,polycis-polyprenyl diphosphate synthase [(2Z,6E)-farnesyl diphosphate specific]"
2.5.1.89,"tritrans,polycis-undecaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific]"
2.5.1.9,riboflavin synthase
2.5.1.90,all-trans-octaprenyl-diphosphate synthase
2.5.1.91,all-trans-decaprenyl-diphosphate synthase
2.5.1.94,adenosyl-chloride synthase
2.5.1.96,"4,4'-diapophytoene synthase"
2.5.1.97,pseudaminic acid synthase
2.6.1.1,aspartate transaminase
2.6.1.102,GDP-perosamine synthase
2.6.1.103,"(S)-3,5-dihydroxyphenylglycine transaminase"
2.6.1.104,3-dehydro-glucose-6-phosphate-glutamate transaminase
2.6.1.105,lysine-8-amino-7-oxononanoate transaminase
2.6.1.106,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase"
2.6.1.109,"8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase"
2.6.1.11,acetylornithine transaminase
2.6.1.111,3-aminobutanoyl-CoA transaminase
2.6.1.112,(S)-ureidoglycine-glyoxylate transaminase
2.6.1.113,putrescine-pyruvate transaminase
2.6.1.13,ornithine aminotransferase
2.6.1.14,asparagine-oxo-acid transaminase
2.6.1.16,glutamine-fructose-6-phosphate transaminase (isomerizing)
2.6.1.17,succinyldiaminopimelate transaminase
2.6.1.18,beta-alanine-pyruvate transaminase
2.6.1.19,4-aminobutyrate-2-oxoglutarate transaminase
2.6.1.2,alanine transaminase
2.6.1.21,D-amino-acid transaminase
2.6.1.22,(S)-3-amino-2-methylpropionate transaminase
2.6.1.33,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"
2.6.1.34,UDP-N-acetylbacillosamine transaminase
2.6.1.36,L-lysine 6-transaminase
2.6.1.37,2-aminoethylphosphonate-pyruvate transaminase
2.6.1.39,2-aminoadipate transaminase
2.6.1.4,glycine transaminase
2.6.1.42,branched-chain-amino-acid transaminase
2.6.1.44,alanine-glyoxylate transaminase
2.6.1.45,serine-glyoxylate transaminase
2.6.1.48,5-aminovalerate transaminase
2.6.1.50,glutamine-scyllo-inositol transaminase
2.6.1.51,serine-pyruvate transaminase
2.6.1.52,phosphoserine transaminase
2.6.1.55,taurine-2-oxoglutarate transaminase
2.6.1.57,aromatic-amino-acid transaminase
2.6.1.59,"dTDP-4-amino-4,6-dideoxygalactose transaminase"
2.6.1.62,adenosylmethionine-8-amino-7-oxononanoate transaminase
2.6.1.66,valine-pyruvate transaminase
2.6.1.7,kynurenine-oxoglutarate transaminase
2.6.1.76,diaminobutyrate-2-oxoglutarate transaminase
2.6.1.77,taurine-pyruvate aminotransferase
2.6.1.81,succinylornithine transaminase
2.6.1.82,putrescine-2-oxoglutarate transaminase
2.6.1.83,LL-diaminopimelate aminotransferase
2.6.1.84,arginine-pyruvate transaminase
2.6.1.85,aminodeoxychorismate synthase
2.6.1.86,2-amino-4-deoxychorismate synthase
2.6.1.87,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
2.6.1.88,methionine transaminase
2.6.1.9,histidinol-phosphate transaminase
2.6.1.92,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
2.6.1.97,archaeosine synthase
2.6.1.98,UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
2.6.99.2,pyridoxine 5'-phosphate synthase
2.7.1.1,hexokinase
2.7.1.100,S-methyl-5-thioribose kinase
2.7.1.101,tagatose kinase
2.7.1.105,6-phosphofructo-2-kinase
2.7.1.107,diacylglycerol kinase (ATP)
2.7.1.11,6-phosphofructokinase
2.7.1.113,deoxyguanosine kinase
2.7.1.119,hygromycin-B 7''-O-kinase
2.7.1.12,gluconokinase
2.7.1.121,phosphoenolpyruvate-glycerone phosphotransferase
2.7.1.13,dehydrogluconokinase
2.7.1.130,tetraacyldisaccharide 4'-kinase
2.7.1.14,sedoheptulokinase
2.7.1.144,tagatose-6-phosphate kinase
2.7.1.146,ADP-specific phosphofructokinase
2.7.1.147,ADP-specific glucose/glucosamine kinase
2.7.1.148,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
2.7.1.15,ribokinase
2.7.1.156,adenosylcobinamide kinase
2.7.1.157,N-acetylgalactosamine kinase
2.7.1.16,ribulokinase
2.7.1.161,CTP-dependent riboflavin kinase
2.7.1.162,N-acetylhexosamine 1-kinase
2.7.1.163,hygromycin B 4-O-kinase
2.7.1.164,O-phosphoseryl-tRNASec kinase
2.7.1.165,glycerate 2-kinase
2.7.1.166,3-deoxy-D-manno-octulosonic acid kinase
2.7.1.167,D-glycero-beta-D-manno-heptose-7-phosphate kinase
2.7.1.168,D-glycero-alpha-D-manno-heptose-7-phosphate kinase
2.7.1.169,pantoate kinase
2.7.1.17,xylulokinase
2.7.1.170,anhydro-N-acetylmuramic acid kinase
2.7.1.175,maltokinase
2.7.1.176,UDP-N-acetylglucosamine kinase
2.7.1.177,L-threonine kinase
2.7.1.179,kanosamine kinase
2.7.1.180,FAD:protein FMN transferase
2.7.1.181,"polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase"
2.7.1.182,phytol kinase
2.7.1.184,sulfofructose kinase
2.7.1.186,mevalonate-3-phosphate 5-kinase
2.7.1.187,acarbose 7IV-phosphotransferase
2.7.1.188,2-epi-5-epi-valiolone 7-kinase
2.7.1.189,autoinducer-2 kinase
2.7.1.19,phosphoribulokinase
2.7.1.190,aminoglycoside 2''-phosphotransferase
2.7.1.191,protein-Npi-phosphohistidine-D-mannose phosphotransferase
2.7.1.192,protein-Npi-phosphohistidine-N-acetylmuramate phosphotransferase
2.7.1.193,protein-Npi-phosphohistidine-N-acetyl-D-glucosamine phosphotransferase
2.7.1.194,protein-Npi-phosphohistidine-L-ascorbate phosphotransferase
2.7.1.195,protein-Npi-phosphohistidine-2-O-alpha-mannosyl-D-glycerate phosphotransferase
2.7.1.196,"protein-Npi-phosphohistidine-N,N'-diacetylchitobiose phosphotransferase"
2.7.1.197,protein-Npi-phosphohistidine-D-mannitol phosphotransferase
2.7.1.198,protein-Npi-phosphohistidine-D-sorbitol phosphotransferase
2.7.1.199,protein-Npi-phosphohistidine-D-glucose phosphotransferase
2.7.1.2,glucokinase
2.7.1.20,adenosine kinase
2.7.1.200,protein-Npi-phosphohistidine-galactitol phosphotransferase
2.7.1.201,protein-Npi-phosphohistidine-trehalose phosphotransferase
2.7.1.202,protein-Npi-phosphohistidine-D-fructose phosphotransferase
2.7.1.203,protein-Npi-phosphohistidine-D-glucosaminate phosphotransferase
2.7.1.204,protein-Npi-phosphohistidine-D-galactose phosphotransferase
2.7.1.205,protein-Npi-phosphohistidine-cellobiose phosphotransferase
2.7.1.206,protein-Npi-phosphohistidine-L-sorbose phosphotransferase
2.7.1.207,protein-Npi-phosphohistidine-lactose phosphotransferase
2.7.1.208,protein-Npi-phosphohistidine-maltose phosphotransferase
2.7.1.209,L-erythrulose 1-kinase
2.7.1.21,thymidine kinase
2.7.1.210,D-erythrulose 4-kinase
2.7.1.211,protein-Npi-phosphohistidine-sucrose phosphotransferase
2.7.1.213,cytidine kinase
2.7.1.214,C7-cyclitol 7-kinase
2.7.1.215,erythritol kinase (D-erythritol 1-phosphate-forming)
2.7.1.217,3-dehydrotetronate 4-kinase
2.7.1.218,fructoselysine 6-kinase
2.7.1.219,D-threonate 4-kinase
2.7.1.22,ribosylnicotinamide kinase
2.7.1.220,D-erythronate 4-kinase
2.7.1.221,N-acetylmuramate 1-kinase
2.7.1.23,NAD+ kinase
2.7.1.24,dephospho-CoA kinase
2.7.1.25,adenylyl-sulfate kinase
2.7.1.26,riboflavin kinase
2.7.1.28,triokinase
2.7.1.29,glycerone kinase
2.7.1.3,ketohexokinase
2.7.1.30,glycerol kinase
2.7.1.31,glycerate 3-kinase
2.7.1.32,choline kinase
2.7.1.33,pantothenate kinase
2.7.1.35,pyridoxal kinase
2.7.1.36,mevalonate kinase
2.7.1.39,homoserine kinase
2.7.1.4,fructokinase
2.7.1.40,pyruvate kinase
2.7.1.43,glucuronokinase
2.7.1.45,2-dehydro-3-deoxygluconokinase
2.7.1.47,D-ribulokinase
2.7.1.48,uridine/cytidine kinase
2.7.1.49,hydroxymethylpyrimidine kinase
2.7.1.5,rhamnulokinase
2.7.1.50,hydroxyethylthiazole kinase
2.7.1.51,L-fuculokinase
2.7.1.52,fucokinase
2.7.1.53,L-xylulokinase
2.7.1.55,allose kinase
2.7.1.56,1-phosphofructokinase
2.7.1.58,2-dehydro-3-deoxygalactonokinase
2.7.1.59,N-acetylglucosamine kinase
2.7.1.6,galactokinase
2.7.1.60,N-acylmannosamine kinase
2.7.1.63,polyphosphate-glucose phosphotransferase
2.7.1.65,scyllo-inosamine 4-kinase
2.7.1.66,undecaprenol kinase
2.7.1.71,shikimate kinase
2.7.1.72,streptomycin 6-kinase
2.7.1.73,inosine kinase
2.7.1.74,deoxycytidine kinase
2.7.1.76,2'-deoxyadenosine kinase
2.7.1.78,polynucleotide 5'-hydroxyl-kinase
2.7.1.8,glucosamine kinase
2.7.1.83,pseudouridine kinase
2.7.1.85,beta-glucoside kinase
2.7.1.86,NADH kinase
2.7.1.87,streptomycin 3''-kinase
2.7.1.89,thiamine kinase
2.7.1.90,diphosphate-fructose-6-phosphate 1-phosphotransferase
2.7.1.91,sphingosine kinase
2.7.1.92,5-dehydro-2-deoxygluconokinase
2.7.1.95,kanamycin kinase
2.7.10.1,receptor protein-tyrosine kinase
2.7.10.2,non-specific protein-tyrosine kinase
2.7.11.1,non-specific serine/threonine protein kinase
2.7.11.10,IkappaB kinase
2.7.11.11,cAMP-dependent protein kinase
2.7.11.12,cGMP-dependent protein kinase
2.7.11.13,protein kinase C
2.7.11.17,Ca2+/calmodulin-dependent protein kinase
2.7.11.18,myosin-light-chain kinase
2.7.11.21,polo kinase
2.7.11.22,cyclin-dependent kinase
2.7.11.24,mitogen-activated protein kinase
2.7.11.25,mitogen-activated protein kinase kinase kinase
2.7.11.30,receptor protein serine/threonine kinase
2.7.11.33,"[pyruvate, water dikinase] kinase"
2.7.11.5,[Isocitrate dehydrogenase (NADP+)] kinase
2.7.11.8,Fas-activated serine/threonine kinase
2.7.11.9,Goodpasture-antigen-binding protein kinase
2.7.12.1,dual-specificity kinase
2.7.12.2,mitogen-activated protein kinase kinase
2.7.13.1,protein-histidine pros-kinase
2.7.13.3,histidine kinase
2.7.14.1,protein arginine kinase
2.7.2.1,acetate kinase
2.7.2.11,glutamate 5-kinase
2.7.2.15,propionate kinase
2.7.2.2,carbamate kinase
2.7.2.3,phosphoglycerate kinase
2.7.2.4,aspartate kinase
2.7.2.7,butyrate kinase
2.7.2.8,acetylglutamate kinase
2.7.3.13,glutamine kinase
2.7.3.2,creatine kinase
2.7.3.3,arginine kinase
2.7.3.9,phosphoenolpyruvate-protein phosphotransferase
2.7.4.1,ATP-polyphosphate phosphotransferase
2.7.4.14,UMP/CMP kinase
2.7.4.16,thiamine-phosphate kinase
2.7.4.2,phosphomevalonate kinase
2.7.4.22,UMP kinase
2.7.4.23,"ribose 1,5-bisphosphate phosphokinase"
2.7.4.25,(d)CMP kinase
2.7.4.26,isopentenyl phosphate kinase
2.7.4.28,"[pyruvate, water dikinase]-phosphate phosphotransferase"
2.7.4.29,Kdo2-lipid A phosphotransferase
2.7.4.3,adenylate kinase
2.7.4.31,[5-(aminomethyl)furan-3-yl]methyl phosphate kinase
2.7.4.6,nucleoside-diphosphate kinase
2.7.4.7,phosphooxymethylpyrimidine kinase
2.7.4.8,guanylate kinase
2.7.4.9,dTMP kinase
2.7.6.1,ribose-phosphate diphosphokinase
2.7.6.2,thiamine diphosphokinase
2.7.6.3,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2.7.6.5,GTP diphosphokinase
2.7.7.1,nicotinamide-nucleotide adenylyltransferase
2.7.7.12,UDP-glucose-hexose-1-phosphate uridylyltransferase
2.7.7.13,mannose-1-phosphate guanylyltransferase
2.7.7.14,ethanolamine-phosphate cytidylyltransferase
2.7.7.15,choline-phosphate cytidylyltransferase
2.7.7.18,nicotinate-nucleotide adenylyltransferase
2.7.7.19,polynucleotide adenylyltransferase
2.7.7.2,FAD synthase
2.7.7.23,UDP-N-acetylglucosamine diphosphorylase
2.7.7.24,glucose-1-phosphate thymidylyltransferase
2.7.7.27,glucose-1-phosphate adenylyltransferase
2.7.7.3,pantetheine-phosphate adenylyltransferase
2.7.7.33,glucose-1-phosphate cytidylyltransferase
2.7.7.38,3-deoxy-manno-octulosonate cytidylyltransferase
2.7.7.39,glycerol-3-phosphate cytidylyltransferase
2.7.7.4,sulfate adenylyltransferase
2.7.7.40,D-ribitol-5-phosphate cytidylyltransferase
2.7.7.41,phosphatidate cytidylyltransferase
2.7.7.42,[glutamine synthetase] adenylyltransferase
2.7.7.43,N-acylneuraminate cytidylyltransferase
2.7.7.47,streptomycin 3''-adenylyltransferase
2.7.7.49,RNA-directed DNA polymerase
2.7.7.53,ATP adenylyltransferase
2.7.7.56,tRNA nucleotidyltransferase
2.7.7.59,[protein-PII] uridylyltransferase
2.7.7.6,DNA-directed RNA polymerase
2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2.7.7.61,citrate lyase holo-[acyl-carrier protein] synthase
2.7.7.62,adenosylcobinamide-phosphate guanylyltransferase
2.7.7.64,UTP-monosaccharide-1-phosphate uridylyltransferase
2.7.7.65,diguanylate cyclase
2.7.7.66,malonate decarboxylase holo-[acyl-carrier protein] synthase
2.7.7.67,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase"
2.7.7.68,2-phospho-L-lactate guanylyltransferase
2.7.7.7,DNA-directed DNA polymerase
2.7.7.70,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
2.7.7.71,D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
2.7.7.72,CCA tRNA nucleotidyltransferase
2.7.7.73,sulfur carrier protein ThiS adenylyltransferase
2.7.7.74,1L-myo-inositol 1-phosphate cytidylyltransferase
2.7.7.75,molybdopterin adenylyltransferase
2.7.7.76,molybdenum cofactor cytidylyltransferase
2.7.7.77,molybdenum cofactor guanylyltransferase
2.7.7.8,polyribonucleotide nucleotidyltransferase
2.7.7.80,molybdopterin-synthase adenylyltransferase
