covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
1.0,PWY-6668,"(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",2.0,"1.14.14.58,4.2.3.144",4.2.3.144,0.5
3.0,PWY-6859,all-trans-farnesol biosynthesis,4.0,"3.1.7.6,5.3.3.2,2.5.1.1,2.5.1.10","5.3.3.2,2.5.1.10,2.5.1.1",0.75
3.0,PWY-7736,stellatic acid biosynthesis,6.0,"2.5.1.29,1.14.14,2.5.1.1,2.5.1.81,4.2.3.178,2.5.1.10","2.5.1.29,2.5.1.10,2.5.1.1",0.5
1.0,PWY-7720,ophiobolin F biosynthesis,3.0,"2.5.1.29,4.2.3.145,2.5.1.81",2.5.1.29,0.3333333333333333
1.0,PWY-7904,tRNA-uridine 2-thiolation (thermophilic bacteria),4.0,"2.8.1.M3,2.8.1.M4,2.8.1.15,2.7.7.M15",2.8.1.15,0.25
5.0,PWY0-1479,tRNA processing,5.0,"3.1.26.12,3.1.13.5,2.7.7.56,3.1.13.1,3.1.26.5","3.1.26.5,3.1.13.5,2.7.7.56,3.1.13.1,3.1.26.12",1.0
1.0,PWY-2343,daidzein conjugates interconversion,3.0,"2.3.1.115,2.4.1.170,3.2.1.62",3.2.1.62,0.3333333333333333
1.0,PWY-7888,tRNA-uridine 2-thiolation (cytoplasmic),3.0,"2.7.7,2.8.1,2.1.1.229",2.1.1.229,0.3333333333333333
3.0,PWY-7892,tRNA-uridine 2-thiolation and selenation (bacteria),4.0,"2.1.1.61,2.8.1,2.8.1.7,2.8.1.13","2.1.1.61,2.8.1.13,2.8.1.7",0.75
1.0,PWY-2345,genistein conjugates interconversion,3.0,"2.4.1.170,3.2.1.62,2.3.1.115",3.2.1.62,0.3333333333333333
1.0,PWY-8341,N1-methyl-N3-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis,3.0,"2.1.1.260,5.4.99.M3,2.5.1.cl",2.1.1.260,0.3333333333333333
2.0,CAMALEXIN-SYN,camalexin biosynthesis,3.0,"3.4.13.23,3.4.19.16,2.5.1.18","3.4.19.16,2.5.1.18",0.6666666666666666
2.0,PWY-6711,archaeosine biosynthesis I,2.0,"2.6.1.97,2.4.2.48","2.4.2.48,2.6.1.97",1.0
2.0,P641-PWY,phenylmercury acetate degradation,2.0,"1.16.1.1,4.99.1.2","4.99.1.2,1.16.1.1",1.0
2.0,PWY0-1587,N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis,2.0,"2.3.1.234,2.7.7.87","2.7.7.87,2.3.1.234",1.0
2.0,PWY-7285,methylwyosine biosynthesis,3.0,"2.1.1,4.1.3.44,2.1.1.228","4.1.3.44,2.1.1.228",0.6666666666666666
1.0,PWY-7415,tylosin biosynthesis,8.0,"2.1.1.101,2.4.1.318,2.1.1.102,2.4.1.316,2.3.1,1.14.15,2.4.1.317,1.14.15.34",2.1.1.101,0.125
1.0,PWY-7923,archaeosine biosynthesis II,2.0,"2.4.2.48,2.6.1",2.4.2.48,0.5
8.0,PWY-7391,isoprene biosynthesis II (engineered),9.0,"4.2.3.27,1.1.1.34,2.7.1.36,5.3.3.2,2.3.3.10,2.7.4.2,4.1.1.33,2.3.1.16,2.3.1.9","4.1.1.33,1.1.1.34,2.7.1.36,2.7.4.2,2.3.3.10,5.3.3.2,2.3.1.9,2.3.1.16",0.8888888888888888
1.0,PWY-6691,plaunotol biosynthesis,3.0,"2.5.1.29,3.1.7.5,1.14.14.146",2.5.1.29,0.3333333333333333
1.0,PWY-5107,phytol salvage pathway,2.0,"2.7.4,2.7.1.182",2.7.1.182,0.5
1.0,PWY-7517,brassicicene C biosynthesis,5.0,"2.5.1.29,2.1.1,1.14.14,4.2.3.43,1.14.11",2.5.1.29,0.2
2.0,PWY-7721,methyl phomopsenoate biosynthesis,3.0,"2.5.1.29,4.2.3,2.5.1.10","2.5.1.29,2.5.1.10",0.6666666666666666
1.0,PWY-6659,fusicoccin A biosynthesis,5.0,"2.5.1.29,1.1.1,4.2.3.43,2.5.1,1.14.20",2.5.1.29,0.2
1.0,PWY-3061,menthol biosynthesis,9.0,"1.3.1.82,1.14.14.143,1.1.1.208,1.14.14.99,1.1.1.223,4.2.3.16,5.3.3,1.3.1.81,1.1.1.207",1.1.1.208,0.1111111111111111
1.0,PWY-7182,linalool biosynthesis I,2.0,"2.5.1.1,4.2.3.26",2.5.1.1,0.5
2.0,PWY-8052,2-arachidonoylglycerol biosynthesis,6.0,"3.1.4.3,3.1.3.4,3.1.4.11,3.1.3,3.1.1.116,3.1.1.118","3.1.4.3,3.1.3.4",0.3333333333333333
2.0,PWY-5474,hydroxycinnamic acid tyramine amides biosynthesis,3.0,"4.1.1.28,4.1.1.25,2.3.1.110","4.1.1.25,4.1.1.28",0.6666666666666666
1.0,PWY-8299,(3S)-diazinane-3-carboxylate biosynthesis,2.0,"1.14.13.196,4.8.1.1",1.14.13.196,0.5
2.0,PWY-5473,hydroxycinnamic acid serotonin amides biosynthesis,4.0,"2.3.1.M35,1.14.14,4.1.1.28,4.1.1.105","4.1.1.28,4.1.1.105",0.5
4.0,PWY-8055,palmitoyl ethanolamide biosynthesis,6.0,"3.1.3.4,2.3.1.15,2.3.1.M82,2.7.8.2,2.3.1.51,3.1.4.54","2.3.1.15,3.1.4.54,3.1.3.4,2.3.1.51",0.6666666666666666
2.0,PWY-5710,capsaicin biosynthesis,5.0,"2.3.2.35,6.2.1.3,2.1.1.104,2.3.1,2.6.1.119","2.1.1.104,6.2.1.3",0.4
1.0,PWY-5958,acridone alkaloid biosynthesis,4.0,"6.2.1,4.1.3.27,2.3.1.159,2.1.1.111",4.1.3.27,0.25
3.0,PWY-7826,Amaryllidacea alkaloids biosynthesis,14.0,"2.1.1,1.3.1,1.1,2.1.1.336,1.14.14,4.3.3,1.14.13,1.4.1,1.14.19,3.7.1,4.1.1.28,4.1.1.25,1.14.14.1,1.14.19.50","4.1.1.25,1.14.14.1,4.1.1.28",0.21428571428571427
1.0,PWY-5883,ephedrine biosynthesis,5.0,"2.1.1.M76,2.6.1,1.1.1,4.3.1.25,4.3.1.24",4.3.1.24,0.2
3.0,PWY-5290,secologanin and strictosidine biosynthesis,11.0,"1.14.14.83,2.1.1.50,4.1.1.28,4.1.1.105,1.14.14.85,2.4.1.323,3.1.7.11,4.3.3.2,1.14.19.62,1.3.1.122,5.5.1.34","4.1.1.28,4.3.3.2,4.1.1.105",0.2727272727272727
1.0,PWY-5418,phenol degradation I (aerobic),1.0,1.14.13.7,1.14.13.7,1.0
1.0,PWY-7939,chlorobactene biosynthesis,2.0,"1.3.99.39,5.5.1.19",5.5.1.19,0.5
1.0,PWY-6279,myxol-2' fucoside biosynthesis,6.0,"1.3.99,4.2.1.131,1.14.15,2.4.1,1.14.99,5.5.1.19",5.5.1.19,0.16666666666666666
1.0,PWY-5288,"astaxanthin biosynthesis (bacteria, fungi, algae)",3.0,"1.14.99.64,1.14.15.24,1.14.99.63",1.14.15.24,0.3333333333333333
2.0,PWY-7947,flexixanthin biosynthesis,5.0,"1.3.99.27,4.2.1.131,1.14.15.24,1.14.99.63,5.5.1.19","1.14.15.24,5.5.1.19",0.4
1.0,PWY-6286,spheroidene and spheroidenone biosynthesis,5.0,"2.1.1,4.2.1.131,2.1.1.210,1.14.15.9,1.14.99.M7",2.1.1.210,0.2
1.0,PWY-5175,lactucaxanthin biosynthesis,2.0,"5.5.1.18,1.14.99",5.5.1.18,0.5
1.0,PWY-7591,okenone biosynthesis,4.0,"2.1.1,4.2.1.131,1.3.99.40,5.5.1.19",5.5.1.19,0.25
1.0,PWY-6105,botryococcenes and methylated squalene biosynthesis,3.0,"1.3.1.97,1.3.1.96,2.5.1.103",2.5.1.103,0.3333333333333333
2.0,PWY-6098,diploterol biosynthesis,2.0,"4.2.1.129,5.4.99.17","4.2.1.129,5.4.99.17",1.0
3.0,PWY-6767,"4,4'-diapolycopenedioate biosynthesis",3.0,"1.2.99.10,1.14.99.44,2.5.1.103","1.14.99.44,1.2.99.10,2.5.1.103",1.0
5.0,PWY-7072,hopanoid biosynthesis (bacteria),7.0,"4.2.1.129,2.1.1,5.4.99.17,4.2.3.156,1.17.8.1,4.2.1.123,2.5.1.103","2.5.1.103,1.17.8.1,4.2.1.129,5.4.99.17,4.2.3.156",0.7142857142857143
1.0,PWY-5875,staphyloxanthin biosynthesis,5.0,"1.2.1.M7,1.14.99.M5,2.3.1.M49,2.4.1.M33,2.5.1.103",2.5.1.103,0.2
7.0,PWY-6174,mevalonate pathway II (haloarchaea),8.0,"1.1.1.34,2.7.1.36,5.3.3.2,2.3.3.10,4.1.1.99,2.7.4.26,2.3.1.16,2.3.1.9","1.1.1.34,2.7.1.36,2.3.3.10,5.3.3.2,2.3.1.9,2.3.1.16,2.7.4.26",0.875
1.0,PWY-6828,linezolid resistance,1.0,2.1.1.224,2.1.1.224,1.0
7.0,PWY-8125,mevalonate pathway IV (archaea),9.0,"4.1.1.M22,1.1.1.34,2.7.1.36,5.3.3.2,2.3.3.10,4.2.1.M31,2.7.4.26,2.3.1.16,2.3.1.9","1.1.1.34,2.7.1.36,2.3.3.10,5.3.3.2,2.3.1.9,2.3.1.16,2.7.4.26",0.7777777777777778
7.0,PWY-7524,mevalonate pathway III (Thermoplasma),9.0,"1.1.1.34,5.3.3.2,4.1.1.110,2.3.3.10,2.7.1.186,2.7.1.185,2.7.4.26,2.3.1.16,2.3.1.9","1.1.1.34,2.3.3.10,5.3.3.2,2.7.1.186,2.3.1.9,2.3.1.16,2.7.4.26",0.7777777777777778
8.0,PWY-7560,methylerythritol phosphate pathway II,8.0,"2.7.1.148,1.1.1.267,2.2.1.7,4.6.1.12,2.7.7.60,5.3.3.2,1.17.7.4,1.17.7.1","2.7.7.60,2.2.1.7,5.3.3.2,2.7.1.148,1.17.7.1,1.17.7.4,1.1.1.267,4.6.1.12",1.0
1.0,PWY-7803,tRNA splicing II,2.0,"6.5.1.8,4.6.1.16",4.6.1.16,0.5
1.0,PWY-7938,isorenieratene biosynthesis I (actinobacteria),2.0,"1.3.99.39,5.5.1.19",5.5.1.19,0.5
1.0,PWY-6689,tRNA splicing I,5.0,"6.5.1,3.1.3.84,2.7.1.160,3.1.4,4.6.1.16",4.6.1.16,0.2
2.0,PWY-5,canavanine biosynthesis,3.0,"2.1.3,4.3.2.1,6.3.4.5","4.3.2.1,6.3.4.5",0.6666666666666666
1.0,PWY-5468,lupanine biosynthesis,2.0,"4.1.1.18,2.3.1.93",4.1.1.18,0.5
1.0,PWY-8259,arsenic detoxification (plants),1.0,1.20.4.1,1.20.4.1,1.0
1.0,PWY-4202,arsenic detoxification (mammals),3.0,"2.1.1,2.4.2.1,1.20.4.2",2.4.2.1,0.3333333333333333
2.0,PWY-5877,beta-carboline biosynthesis,3.0,"1.1,4.1.1.28,4.1.1.105","4.1.1.28,4.1.1.105",0.6666666666666666
1.0,PWY-4621,arsenic detoxification (yeast),1.0,1.20.4.1,1.20.4.1,1.0
3.0,PWY-6421,arsenate detoxification IV (mycothiol),3.0,"2.8.4.2,1.20.4.3,7.3.2.7","7.3.2.7,1.20.4.3,2.8.4.2",1.0
1.0,PWY-8264,arsenate detoxification I,1.0,1.20.4.1,1.20.4.1,1.0
6.0,PWY-7791,UMP biosynthesis III,6.0,"6.3.5.5,4.1.1.23,3.5.2.3,1.3.1.14,2.4.2.10,2.1.3.2","2.4.2.10,3.5.2.3,1.3.1.14,2.1.3.2,6.3.5.5,4.1.1.23",1.0
6.0,PWY-7790,UMP biosynthesis II,6.0,"6.3.5.5,4.1.1.23,1.3.98.1,3.5.2.3,2.4.2.10,2.1.3.2","2.4.2.10,3.5.2.3,2.1.3.2,6.3.5.5,4.1.1.23,1.3.98.1",1.0
3.0,PHOSPHONOTASE-PWY,2-aminoethylphosphonate degradation I,3.0,"3.11.1.1,1.2.1.10,2.6.1.37","2.6.1.37,1.2.1.10,3.11.1.1",1.0
1.0,PWY-8263,arsenate detoxification III,1.0,1.20.4.1,1.20.4.1,1.0
1.0,PWY-7447,2-aminoethylphosphonate degradation III,2.0,"1.13.11.78,1.14.11.46",1.13.11.78,0.5
1.0,PWY-6832,2-aminoethylphosphonate degradation II,2.0,"1.2.1,2.6.1.37",2.6.1.37,0.5
4.0,PWY-7399,methylphosphonate degradation II,4.0,"3.6.1.63,3.1.4.57,2.7.8.37,4.7.1.1","4.7.1.1,3.6.1.63,3.1.4.57,2.7.8.37",1.0
4.0,PWY0-1533,methylphosphonate degradation I,4.0,"3.1.4.55,3.6.1.63,2.7.8.37,4.7.1.1","3.1.4.55,4.7.1.1,3.6.1.63,2.7.8.37",1.0
1.0,PWY-8101,arsenate detoxification II,2.0,"1.20.4.4,7.3.2.7",7.3.2.7,0.5
2.0,PWY-7869,cis-alkene biosynthesis,4.0,"4.1.1.114,6.1.3.1,1.1.1.412,2.3.3.20","6.1.3.1,1.1.1.412",0.5
1.0,PWY-6100,L-carnitine biosynthesis,3.0,"1.14.11.8,1.2.1.47,1.14.11.1",1.14.11.1,0.3333333333333333
4.0,PPGPPMET-PWY,ppGpp metabolism,4.0,"3.1.7.2,3.6.1.40,2.7.4.6,2.7.6.5","2.7.6.5,3.1.7.2,3.6.1.40,2.7.4.6",1.0
1.0,PWY66-423,"fructose 2,6-bisphosphate biosynthesis",2.0,"2.7.1.105,3.1.3.46",2.7.1.105,0.5
1.0,PWY-6158,creatine phosphate biosynthesis,1.0,2.7.3.2,2.7.3.2,1.0
3.0,PWY-6664,di-myo-inositol phosphate biosynthesis,3.0,"5.5.1.4,2.7.7.74,2.7.8.34","2.7.7.74,5.5.1.4,2.7.8.34",1.0
1.0,PWY-5983,trehalose biosynthesis VI,1.0,2.4.1.245,2.4.1.245,1.0
1.0,TREHALOSESYN-PWY,trehalose biosynthesis III,2.0,"2.4.1.36,3.1.3.12",3.1.3.12,0.5
3.0,PWY-2661,trehalose biosynthesis V,3.0,"3.2.1.68,3.2.1.141,5.4.99.15","3.2.1.68,5.4.99.15,3.2.1.141",1.0
2.0,PWY-881,trehalose biosynthesis II,2.0,"2.4.1.347,3.1.3.12","3.1.3.12,2.4.1.347",1.0
1.0,PWY-2622,trehalose biosynthesis IV,1.0,5.4.99.16,5.4.99.16,1.0
2.0,TRESYN-PWY,trehalose biosynthesis I,2.0,"3.1.3.12,2.4.1.15","3.1.3.12,2.4.1.15",1.0
13.0,GLUCONEO-PWY,gluconeogenesis I,13.0,"2.7.9.2,3.1.3.11,5.3.1.1,4.2.1.11,1.1.1.40,4.1.1.49,2.7.2.3,5.4.2.12,4.1.2.13,1.2.1.12,1.1.1.37,5.3.1.9,1.1.1.38","1.1.1.40,1.1.1.37,4.2.1.11,1.2.1.12,5.4.2.12,5.3.1.1,5.3.1.9,2.7.9.2,4.1.2.13,1.1.1.38,4.1.1.49,2.7.2.3,3.1.3.11",1.0
11.0,PWY66-399,gluconeogenesis III,13.0,"5.4.2.11,3.1.3.11,5.3.1.1,4.2.1.11,2.7.2.3,6.4.1.1,3.1.3.58,3.1.3.9,4.1.2.13,4.1.1.32,1.1.1.37,5.3.1.9,1.2.1.12","1.1.1.37,4.2.1.11,1.2.1.12,5.3.1.1,5.3.1.9,4.1.2.13,5.4.2.11,4.1.1.32,6.4.1.1,2.7.2.3,3.1.3.11",0.8461538461538461
10.0,PWY-7238,sucrose biosynthesis II,10.0,"2.7.1.1,2.7.1.2,2.7.7.64,2.7.7.9,2.4.1.14,2.4.1.1,2.4.1.25,3.1.3.24,5.4.2.2,5.3.1.9","2.7.1.2,2.7.1.1,2.7.7.64,5.3.1.9,2.7.7.9,2.4.1.14,3.1.3.24,2.4.1.1,2.4.1.25,5.4.2.2",1.0
3.0,PWY-7347,sucrose biosynthesis III,3.0,"2.4.1.14,3.1.3.24,5.3.1.9","3.1.3.24,2.4.1.14,5.3.1.9",1.0
3.0,PWY-735,jasmonic acid biosynthesis,10.0,"1.13.11.12,4.2.1,2.3.1.16,6.2.1,1.1.1,4.2.1.92,5.3.99.6,3.1.2.20,1.3.1.42,1.3.3.6","1.3.3.6,3.1.2.20,2.3.1.16",0.3
4.0,PWY-7052,cyanophycin metabolism,4.0,"6.3.2.30,3.4.19.5,3.4.15.6,6.3.2.29","3.4.19.5,6.3.2.30,6.3.2.29,3.4.15.6",1.0
3.0,PWY-8157,avenanthramide biosynthesis,9.0,"1.14.14.96,4.3.1.25,4.3.1.24,2.3.1.302,2.3.1,2.3.1.133,2.1.1.104,1.14.14.91,6.2.1.12","4.3.1.24,2.3.1.133,2.1.1.104",0.3333333333333333
3.0,PWY1-3,polyhydroxybutanoate biosynthesis,4.0,"2.3.1.304,2.3.1.16,2.3.1.9,1.1.1.36","1.1.1.36,2.3.1.9,2.3.1.16",0.75
1.0,PWY-6657,polyhydroxydecanoate biosynthesis,3.0,"2.3.1.304,4.2.1.119,2.4.1",4.2.1.119,0.3333333333333333
1.0,PWY-5054,D-sorbitol biosynthesis I,3.0,"3.1.3.50,1.1.1.200,5.3.1.9",5.3.1.9,0.3333333333333333
1.0,PWY-8260,roxarsone degradation I,2.0,"1.13.11.M19,7.3.2.7",7.3.2.7,0.5
1.0,PWY-5140,cannabinoid biosynthesis,6.0,"1.21.99,1.21.3.7,6.2.1.2,1.21.3.8,2.5.1.102,4.4.1.26",6.2.1.2,0.16666666666666666
5.0,PWY-7765,3-hydroxy-4-methyl-anthranilate biosynthesis II,6.0,"1.13.11.11,1.13.11.52,3.7.1.3,3.5.1.9,2.1.1.M26,1.14.13.9","1.14.13.9,3.5.1.9,1.13.11.11,1.13.11.52,3.7.1.3",0.8333333333333334
4.0,PWY-7717,3-hydroxy-4-methyl-anthranilate biosynthesis I,6.0,"1.13.11.11,1.13.11.52,3.5.1.9,2.1.1.M8,3.7.1,1.14.13.9","1.13.11.11,3.5.1.9,1.14.13.9,1.13.11.52",0.6666666666666666
1.0,PWY-7550,ergothioneine biosynthesis II (fungi),2.0,"1.21.3.10,2.1.1.44",2.1.1.44,0.5
4.0,PWY-7255,ergothioneine biosynthesis I (bacteria),4.0,"3.5.1.118,6.3.2.2,1.14.99.50,2.1.1.44","6.3.2.2,1.14.99.50,2.1.1.44,3.5.1.118",1.0
1.0,PWY-7614,methiin metabolism,4.0,"4.4.1.4,2.1.1,3.4.16,3.4.11.7",3.4.11.7,0.25
1.0,PWY-8301,S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis,2.0,"3.4.19.13,7.6.2.3",3.4.19.13,0.5
1.0,PWY-5389,3-methylthiopropanoate biosynthesis,1.0,1.13.11.53,1.13.11.53,1.0
1.0,PWY-5487,4-nitrophenol degradation I,5.0,"1.3.1.32,1.13.11.66,1.2.1.61,1.6.5.6,1.14.13.167",1.3.1.32,0.2
2.0,PWY-8001,felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis,3.0,"3.4.19.13,3.4.13.23,3.5.99.10","3.5.99.10,3.4.19.13",0.6666666666666666
3.0,PWY-8357,protectin biosynthesis,3.0,"1.11.1.12,3.1.1.4,1.13.11.33","1.11.1.12,1.13.11.33,3.1.1.4",1.0
1.0,PWY66-394,aspirin triggered resolvin E biosynthesis,4.0,"3.3.2.6,3.1.1.4,1.13.11.34,1.14.99",3.1.1.4,0.25
2.0,PWY-5488,4-nitrophenol degradation II,5.0,"1.14.13.166,1.14.13.29,1.6.5.7,1.3.1.32,1.13.11.37","1.13.11.37,1.3.1.32",0.4
2.0,PWY-8356,maresin biosynthesis,3.0,"3.1.1.4,1.13.11.31,3.3.2.10","3.1.1.4,3.3.2.10",0.6666666666666666
3.0,PWY66-397,resolvin D biosynthesis,5.0,"1.13.11.33,1.11.1.12,3.1.1.4,1.13.11.34,3.3.2","3.1.1.4,1.13.11.33,1.11.1.12",0.6
5.0,PWY-8355,peptido-conjugates in tissue regeneration biosynthesis,8.0,"1.13.11.31,1.13.11.33,1.11.1.12,3.1.1.4,1.13.11.34,2.3.2.2,4.4.1.20,3.4.13.19","3.1.1.4,3.4.13.19,2.3.2.2,1.11.1.12,1.13.11.33",0.625
2.0,PWY66-392,lipoxin biosynthesis,4.0,"1.11.1.12,1.13.11.31,1.13.11.34,1.13.11.33","1.11.1.12,1.13.11.33",0.5
1.0,PWY66-395,aspirin triggered resolvin D biosynthesis,4.0,"3.1.1.4,1.13.11.34,1.14.99,3.3.2",3.1.1.4,0.25
1.0,PWY-6157,autoinducer AI-1 biosynthesis,1.0,2.3.1.184,2.3.1.184,1.0
2.0,PWY-6154,autoinducer AI-2 biosynthesis II (Vibrio),3.0,"3.2.2.9,4.4.1.21,2.1.1","3.2.2.9,4.4.1.21",0.6666666666666666
2.0,PWY-6153,autoinducer AI-2 biosynthesis I,3.0,"3.2.2.9,4.4.1.21,2.1.1","3.2.2.9,4.4.1.21",0.6666666666666666
1.0,PWY-8047,bryostatin biosynthesis,7.0,"2.1.1,2.3.1,4.2.1.M29,4.1.1.M15,2.3.1.39,5.3.3,2.3.3.M3",2.3.1.39,0.14285714285714285
1.0,PWY-6432,curcuminoid biosynthesis,3.0,"2.1.1.104,6.2.1.12,2.3.1.218",2.1.1.104,0.3333333333333333
1.0,PWY-7513,flaviolin dimer and mompain biosynthesis,4.0,"1.14.19.69,1.14.13,2.3.1.233,1.13.12",2.3.1.233,0.25
3.0,PWY-6627,salinosporamide A biosynthesis,9.0,"2.4.2.1,4.2.1,2.3.1,1.1.1,5.4.99.5,4.1.1,3.1.3,2.5.1.94,2.6.1","5.4.99.5,2.5.1.94,2.4.2.1",0.3333333333333333
1.0,PWY-6375,desferrioxamine E biosynthesis,2.0,"4.1.1.18,6.3.3",4.1.1.18,0.5
2.0,PWY-7988,baumannoferrin biosynthesis,5.0,"2.6.1.76,6.3.2,2.3.1,4.1.1.86,1.14.13.M65","4.1.1.86,2.6.1.76",0.4
4.0,AEROBACTINSYN-PWY,aerobactin biosynthesis,4.0,"1.14.13.59,6.3.2.39,2.3.1.102,6.3.2.38","2.3.1.102,1.14.13.59,6.3.2.39,6.3.2.38",1.0
3.0,PWY-7571,ferrichrome A biosynthesis,5.0,"1.14.13.195,6.3.2,2.3.3.10,4.2.1.18,3.5.1","4.2.1.18,1.14.13.195,2.3.3.10",0.6
2.0,PWY-5912,2'-deoxymugineic acid phytosiderophore biosynthesis,4.0,"1.1.1.285,2.6.1.80,2.5.1.6,2.5.1.43","2.5.1.43,2.5.1.6",0.5
1.0,PWY-7990,staphyloferrin A biosynthesis,4.0,"5.1.1.10,5.1.1.12,6.3.2.58,6.3.2.57",5.1.1.12,0.25
3.0,PWY185E-1,mycobactin biosynthesis,8.0,"6.2.1.61,1.14.13.59,6.2.1,2.3.1,1.3.8,6.2.1.70,2.3.1.39,6.2.1.20","2.3.1.39,6.2.1.20,1.14.13.59",0.375
2.0,PWY-761,rhizobactin 1021 biosynthesis,5.0,"2.6.1.76,6.3.2,4.1.1.86,1.14.13.M65,2.3.1.M54","4.1.1.86,2.6.1.76",0.4
2.0,PWY-6289,petrobactin biosynthesis,4.0,"4.2.1.118,2.3.2,2.7.8.7,6.3.2","4.2.1.118,2.7.8.7",0.5
1.0,PWY-6376,desferrioxamine B biosynthesis,1.0,4.1.1.18,4.1.1.18,1.0
1.0,PWY-6381,bisucaberin biosynthesis,1.0,4.1.1.18,4.1.1.18,1.0
2.0,PWY-8008,staphyloferrin B biosynthesis,7.0,"1.5.1.51,6.3.2.56,2.5.1.140,4.1.1.117,2.7.1.225,6.3.2.55,6.3.2.54","2.5.1.140,1.5.1.51",0.2857142857142857
2.0,PWY-6409,pyoverdine I biosynthesis,6.0,"2.6.1.76,1.14.13.195,6.3.2,1.14.18,2.6.1,3.5.1","2.6.1.76,1.14.13.195",0.3333333333333333
1.0,PWY-7881,virginiae butanolide type gamma-butyrolactones biosynthesis,4.0,"1.1.1.413,3.1.3,1.3.1.M14,2.3.1.277",1.1.1.413,0.25
2.0,PWY-3161,indole-3-acetate biosynthesis III (bacteria),2.0,"3.5.1.4,1.13.12.3","3.5.1.4,1.13.12.3",1.0
6.0,PWY-581,indole-3-acetate biosynthesis II,10.0,"3.5.1.4,4.8.1.3,4.1.1.28,4.1.1.105,1.14.13.168,1.5.99,4.2.1.84,2.6.1.1,2.6.1.27,3.5.5.1","3.5.1.4,2.6.1.1,3.5.5.1,4.2.1.84,4.1.1.28,4.1.1.105",0.6
2.0,TRPIAACAT-PWY,indole-3-acetate biosynthesis VI (bacteria),4.0,"2.6.1.1,2.6.1.27,4.1.1.74,1.2.3.7","2.6.1.1,4.1.1.74",0.5
1.0,PWY-5026,indole-3-acetate biosynthesis V (bacteria and fungi),1.0,3.5.5.1,3.5.5.1,1.0
2.0,PWY-5025,indole-3-acetate biosynthesis IV (bacteria),2.0,"3.5.1.4,4.2.1.84","3.5.1.4,4.2.1.84",1.0
1.0,PWY-6303,methyl indole-3-acetate interconversion,2.0,"3.1.1.1,2.1.1.278",3.1.1.1,0.5
1.0,ETHYL-PWY,ethene biosynthesis I (plants),3.0,"4.4.1.14,1.14.17.4,2.5.1.6",2.5.1.6,0.3333333333333333
2.0,PWY-6854,ethene biosynthesis III (microbes),3.0,"1.16.1.7,2.6.1.88,1.15.1.1","2.6.1.88,1.15.1.1",0.6666666666666666
2.0,PWY-6853,ethene biosynthesis II (microbes),3.0,"1.13.12.19,1.2.1.88,1.14.11.41","1.13.12.19,1.2.1.88",0.6666666666666666
3.0,PWY-7126,ethene biosynthesis IV (engineered),3.0,"1.4.1.2,1.14.20.7,1.13.12.19","1.4.1.2,1.13.12.19,1.14.20.7",1.0
1.0,PWY-2781,cis-zeatin biosynthesis,1.0,2.5.1.75,2.5.1.75,1.0
3.0,PWY-5269,cardiolipin biosynthesis II,3.0,"2.7.8.5,2.7.8.41,3.1.3.27","2.7.8.41,3.1.3.27,2.7.8.5",1.0
8.0,PWY-7782,plasmalogen biosynthesis I (aerobic),16.0,"3.1.4.3,3.1.3.4,1.14.19.77,2.7.1.32,2.7.8.1,2.3.1.42,2.7.7.14,1.1.1.101,2.7.8.2,2.3.1.51,2.5.1.26,4.1.1,1.2.1.84,2.7.8.22,2.7.7.15,2.7.1.82","2.3.1.42,3.1.3.4,2.7.1.32,2.7.7.14,3.1.4.3,2.7.7.15,2.3.1.51,2.5.1.26",0.5
3.0,PWY-5981,CDP-diacylglycerol biosynthesis III,5.0,"2.3.1.274,2.3.1.51,2.7.7.41,2.3.1.275,1.1.1.94","2.3.1.51,1.1.1.94,2.7.7.41",0.6
3.0,PWY-7409,"phospholipid remodeling (phosphatidylethanolamine, yeast)",5.0,"3.1.1.4,3.1.1.5,2.3.1.23,3.1.4.46,3.1.4.2","3.1.4.46,3.1.1.4,3.1.1.5",0.6
1.0,PWY0-1591,glycerol-3-phosphate to hydrogen peroxide electron transport,2.0,"1.1.5.3,1.11.1",1.1.5.3,0.5
1.0,PWY-6826,phosphatidylcholine biosynthesis VI,1.0,2.7.8.24,2.7.8.24,1.0
2.0,PWY-6825,phosphatidylcholine biosynthesis V,2.0,"2.1.1.17,2.1.1.71","2.1.1.71,2.1.1.17",1.0
2.0,PWY-7416,"phospholipid remodeling (phosphatidylcholine, yeast)",3.0,"3.1.1.4,2.3.1.158,2.3.1.23","3.1.1.4,2.3.1.158",0.6666666666666666
1.0,PWY-7625,phosphatidylinositol biosynthesis II (eukaryotes),1.0,2.7.8.11,2.7.8.11,1.0
2.0,PWY-6580,phosphatidylinositol biosynthesis I (bacteria),3.0,"2.7.8,5.5.1.4,3.1.3.64","3.1.3.64,5.5.1.4",0.6666666666666666
